ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WinnerID,LoserID,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Nieminen J.,234,520,52,88,850,568,6,3,4,6,6,4,,,,,2,1,Completed,1.44,2.62
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Odesnik W.,Clement A.,530,128,105,63,521,667,6,4,7,6,,,,,,,2,0,Completed,2.25,1.57
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Petzschner P.,242,554,58,80,744,587,6,3,6,1,,,,,,,2,0,Completed,1.61,2.2
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Chardy J.,209,117,81,32,587,1102,6,4,6,4,,,,,,,2,0,Completed,2.62,1.44
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Levy H.,Llodra M.,418,426,119,67,461,649,6,2,6,0,,,,,,,2,0,Completed,3,1.36
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Bellucci T.,Chela J.I.,62,118,36,73,1021,611,6,3,3,6,6,1,,,,,2,1,Completed,1.61,2.2
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Stepanek R.,Millman J.,684,479,12,306,2625,137,6,4,6,0,,,,,,,2,0,Completed,1.04,10
1,Brisbane,Brisbane International,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Roddick A.,Luczak P.,599,436,7,77,4410,598,7,6,6,2,,,,,,,2,0,Completed,1.08,7
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Tomic B.,179,703,131,286,413,150,6,4,6,4,,,,,,,2,0,Completed,1.72,2
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Lindahl N.,68,421,20,251,1655,179,6,2,6,4,,,,,,,2,0,Completed,1.12,5.5
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Fish M.,37,216,42,55,945,790,7,5,7,5,,,,,,,2,0,Completed,1.36,3
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Ball C.,Zverev M.,44,782,134,78,400,590,7,5,6,1,,,,,,,2,0,Completed,2.1,1.66
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Blake J.,Querrey S.,76,572,44,25,935,1320,4,6,6,3,6,4,,,,,2,1,Completed,1.72,2
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Melzer J.,191,472,285,28,151,1260,7,5,6,1,,,,,,,2,0,Completed,5,1.14
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Serra F.,Reister J.,644,586,65,173,665,284,6,7,7,6,7,5,,,,,2,1,Completed,1.44,2.62
1,Brisbane,Brisbane International,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Dent T.,490,167,13,76,2610,602,7,6,6,7,6,2,,,,,2,1,Completed,1.22,4
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Blake J.,Gicquel M.,76,242,44,58,935,744,6,3,3,6,7,6,,,,,2,1,Completed,1.36,3
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Stepanek R.,Dolgopolov O.,684,179,12,131,2625,413,5,7,7,6,6,2,,,,,2,1,Completed,1.12,5.5
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Odesnik W.,Falla A.,530,209,105,81,521,587,6,7,6,2,6,1,,,,,2,1,Completed,2.25,1.57
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Roddick A.,Ball C.,599,44,7,134,4410,400,7,6,6,3,,,,,,,2,0,Completed,1.06,8
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Ebden M.,234,191,52,285,850,151,6,3,6,4,,,,,,,2,0,Completed,1.2,4.33
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Bellucci T.,Levy H.,62,418,36,119,1021,461,6,4,4,6,6,4,,,,,2,1,Completed,1.4,2.75
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Serra F.,490,644,13,65,2610,665,6,7,7,6,6,1,,,,,2,1,Completed,1.16,4.5
1,Brisbane,Brisbane International,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Baghdatis M.,68,37,20,42,1655,945,6,0,6,1,,,,,,,2,0,Completed,1.8,1.9
1,Brisbane,Brisbane International,1/7/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Stepanek R.,Odesnik W.,684,530,12,105,2625,521,7,6,6,1,,,,,,,2,0,Completed,1.2,4.33
1,Brisbane,Brisbane International,1/7/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,Blake J.,490,76,13,44,2610,935,3,6,6,3,6,4,,,,,2,1,Completed,1.57,2.25
1,Brisbane,Brisbane International,1/8/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Bellucci T.,68,62,20,36,1655,1021,7,6,2,6,7,6,,,,,2,1,Completed,1.22,4
1,Brisbane,Brisbane International,1/8/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Roddick A.,Gasquet R.,599,234,7,52,4410,850,6,3,7,6,,,,,,,2,0,Completed,1.25,3.75
1,Brisbane,Brisbane International,1/9/2010,ATP250,Outdoor,Hard,Semifinals,3,Stepanek R.,Monfils G.,684,490,12,13,2625,2610,6,2,6,1,,,,,,,2,0,Completed,2.2,1.61
1,Brisbane,Brisbane International,1/9/2010,ATP250,Outdoor,Hard,Semifinals,3,Roddick A.,Berdych T.,599,68,7,20,4410,1655,1,6,6,3,6,4,,,,,2,1,Completed,1.3,3.4
1,Brisbane,Brisbane International,1/10/2010,ATP250,Outdoor,Hard,The Final,3,Roddick A.,Stepanek R.,599,684,7,12,4410,2625,7,6,7,6,,,,,,,2,0,Completed,1.4,2.87
2,Chennai,Chennai Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Kunitsyn I.,124,389,14,104,2430,525,6,2,6,4,,,,,,,2,0,Completed,1.12,5.5
2,Chennai,Chennai Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Hajek J.,Greul S.,285,271,103,59,526,739,3,6,6,2,6,4,,,,,2,1,Completed,2.62,1.44
2,Chennai,Chennai Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,Phau B.,247,556,107,111,516,496,6,4,6,7,6,3,,,,,2,1,Completed,2,1.72
2,Chennai,Chennai Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Tipsarevic J.,Moya C.,702,500,38,446,1015,75,6,3,7,6,,,,,,,2,0,Completed,1.4,2.75
2,Chennai,Chennai Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,De Bakker T.,Ram R.,148,577,96,79,541,590,6,1,6,1,,,,,,,2,0,Completed,1.9,1.8
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Granollers M.,Ward J.,267,750,91,272,553,162,5,7,6,2,6,2,,,,,2,1,Completed,1.36,3
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Russell M.,Amritraj P.,611,15,83,212,579,222,6,3,6,1,,,,,,,2,0,Completed,1.5,2.5
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Ginepri R.,Soderling R.,246,670,100,8,529,3410,6,4,7,5,,,,,,,2,0,Completed,7,1.08
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Lu Y.H.,400,435,82,98,580,537,6,4,6,3,,,,,,,2,0,Completed,1.9,1.8
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Yang T.H.,283,763,447,341,75,119,6,4,6,3,,,,,,,2,0,Completed,1.33,3.25
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Devvarman S.,Schuettler R.,170,635,126,85,441,575,7,5,6,2,,,,,,,2,0,Completed,1.61,2.2
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Berrer M.,Ventura S.,70,736,74,109,608,506,6,3,6,2,,,,,,,2,0,Completed,1.28,3.5
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Istomin D.,640,317,43,102,936,527,6,1,6,2,,,,,,,2,0,Completed,1.8,1.9
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Robert S.,Sorensen L.,594,674,108,293,508,144,6,2,6,1,,,,,,,2,0,Completed,1.5,2.5
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Kim K.,Brands D.,349,91,117,92,482,550,6,2,6,2,,,,,,,2,0,Completed,2.1,1.66
2,Chennai,Chennai Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Wawrinka S.,Bopanna R.,752,86,21,391,1635,95,6,1,6,4,,,,,,,2,0,Completed,1.12,5.5
2,Chennai,Chennai Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,De Bakker T.,Haase R.,148,283,96,447,541,75,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61
2,Chennai,Chennai Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Giraldo S.,Hajek J.,247,285,107,103,516,526,6,4,6,2,,,,,,,2,0,Completed,1.57,2.25
2,Chennai,Chennai Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Granollers M.,124,267,14,91,2430,553,6,7,6,3,6,4,,,,,2,1,Completed,1.1,6.5
2,Chennai,Chennai Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Devvarman S.,702,170,38,126,1015,441,6,2,6,1,,,,,,,2,0,Completed,1.36,3
2,Chennai,Chennai Open,1/7/2010,ATP250,Outdoor,Hard,2nd Round,3,Sela D.,Kim K.,640,349,43,117,936,482,7,6,6,2,,,,,,,2,0,Completed,1.5,2.5
2,Chennai,Chennai Open,1/7/2010,ATP250,Outdoor,Hard,2nd Round,3,Lacko L.,Ginepri R.,400,246,82,100,580,529,7,6,6,4,,,,,,,2,0,Completed,2.62,1.44
2,Chennai,Chennai Open,1/7/2010,ATP250,Outdoor,Hard,2nd Round,3,Berrer M.,Robert S.,70,594,74,108,608,508,7,6,6,3,,,,,,,2,0,Completed,1.4,2.75
2,Chennai,Chennai Open,1/7/2010,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Russell M.,752,611,21,83,1635,579,6,3,6,4,,,,,,,2,0,Completed,1.2,4.33
2,Chennai,Chennai Open,1/8/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Berrer M.,752,70,21,74,1635,608,7,6,6,4,,,,,,,2,0,Completed,1.22,4
2,Chennai,Chennai Open,1/8/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Tipsarevic J.,De Bakker T.,702,148,38,96,1015,541,7,5,7,5,,,,,,,2,0,Completed,1.28,3.5
2,Chennai,Chennai Open,1/8/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Sela D.,Lacko L.,640,400,43,82,936,580,7,6,7,5,,,,,,,2,0,Completed,1.66,2.1
2,Chennai,Chennai Open,1/8/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Giraldo S.,124,247,14,107,2430,516,7,6,6,1,,,,,,,2,0,Completed,1.07,7.5
2,Chennai,Chennai Open,1/9/2010,ATP250,Outdoor,Hard,Semifinals,3,Cilic M.,Tipsarevic J.,124,702,14,38,2430,1015,6,1,6,3,,,,,,,2,0,Completed,1.36,3
2,Chennai,Chennai Open,1/9/2010,ATP250,Outdoor,Hard,Semifinals,3,Wawrinka S.,Sela D.,752,640,21,43,1635,936,6,4,2,6,7,5,,,,,2,1,Completed,1.28,3.5
2,Chennai,Chennai Open,1/10/2010,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Wawrinka S.,124,752,14,21,2430,1635,7,6,7,6,,,,,,,2,0,Completed,1.44,2.75
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Gimeno-Traver D.,710,245,29,72,1175,613,6,1,7,5,,,,,,,2,0,Completed,1.16,4.5
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Youzhny M.,680,768,60,19,733,1690,7,6,6,2,,,,,,,2,0,Completed,3.75,1.25
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Korolev E.,Vassallo-Arguello M.,371,730,53,99,848,535,6,2,6,3,,,,,,,2,0,Completed,1.25,3.75
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Rochus O.,Hajji A.,598,286,57,N/A,757,N/A,6,1,6,0,,,,,,,2,0,Completed,1.02,12
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Chiudinelli M.,Lorenzi P.,119,434,56,84,767,577,7,5,6,3,,,,,,,2,0,Completed,1.33,3.25
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Fognini F.,339,218,37,54,1015,790,6,4,6,4,,,,,,,2,0,Completed,1.36,3
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Starace P.,Gil F.,681,244,62,69,682,642,6,2,6,0,,,,,,,2,0,Completed,2.25,1.57
3,Doha,Qatar Exxon Mobil Open,1/4/2010,ATP250,Outdoor,Hard,1st Round,3,Gulbis E.,Montanes A.,279,491,90,31,555,1140,6,2,7,5,,,,,,,2,0,Completed,1.4,2.75
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,El Aynaoui Y.,De Heart R.,195,150,N/A,241,N/A,187,7,6,7,6,,,,,,,2,0,Completed,2.62,1.44
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Darcis S.,Garcia-Lopez G.,143,231,122,41,451,954,6,4,6,1,,,,,,,2,0,Completed,2.37,1.53
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Hernandez O.,641,298,49,70,900,633,6,4,7,5,,,,,,,2,0,Completed,1.2,4.33
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Koellerer D.,57,364,40,71,986,617,5,1,,,,,,,,,0,0,Retired,1.53,2.37
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Kubot L.,Maamoun K.,383,438,101,291,528,145,6,0,6,2,,,,,,,2,0,Completed,1.14,5
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Bolelli S.,508,83,2,93,9205,549,6,3,6,3,,,,,,,2,0,Completed,1.02,12
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Federer R.,Rochus C.,211,597,1,86,10550,575,6,1,6,2,,,,,,,2,0,Completed,1,21
3,Doha,Qatar Exxon Mobil Open,1/5/2010,ATP250,Outdoor,Hard,1st Round,3,Davydenko N.,Kukushkin M.,146,387,6,132,4930,409,6,2,6,0,,,,,,,2,0,Completed,1.05,9
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Darcis S.,El Aynaoui Y.,143,195,122,N/A,451,N/A,6,3,6,1,,,,,,,2,0,Completed,1.44,2.62
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Kubot L.,Stakhovsky S.,383,680,101,60,528,733,6,2,7,6,,,,,,,2,0,Completed,2,1.72
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Federer R.,Korolev E.,211,371,1,53,10550,848,6,2,6,4,,,,,,,2,0,Completed,1.01,15
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Rochus O.,710,598,29,57,1175,757,6,2,6,2,,,,,,,2,0,Completed,1.5,2.5
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Davydenko N.,Chiudinelli M.,146,119,6,56,4930,767,6,3,6,4,,,,,,,2,0,Completed,1.08,7
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Starace P.,508,681,2,62,9205,682,6,2,6,2,,,,,,,2,0,Completed,1.01,15
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Becker B.,339,57,37,40,1015,986,4,6,6,3,6,2,,,,,2,1,Completed,1.44,2.62
3,Doha,Qatar Exxon Mobil Open,1/6/2010,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Seppi A.,279,641,90,49,555,900,6,4,7,5,,,,,,,2,0,Completed,1.57,2.25
3,Doha,Qatar Exxon Mobil Open,1/7/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Troicki V.,Kubot L.,710,383,29,101,1175,528,4,6,6,4,7,6,,,,,2,1,Completed,1.4,2.75
3,Doha,Qatar Exxon Mobil Open,1/7/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Darcis S.,508,143,2,122,9205,451,6,1,2,0,,,,,,,1,0,Retired,1.01,15
3,Doha,Qatar Exxon Mobil Open,1/7/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Federer R.,Gulbis E.,211,279,1,90,10550,555,6,2,4,6,6,4,,,,,2,1,Completed,1.06,8
3,Doha,Qatar Exxon Mobil Open,1/7/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Davydenko N.,Karlovic I.,146,339,6,37,4930,1015,7,6,7,6,,,,,,,2,0,Completed,1.2,4.33
3,Doha,Qatar Exxon Mobil Open,1/8/2010,ATP250,Outdoor,Hard,Semifinals,3,Nadal R.,Troicki V.,508,710,2,29,9205,1175,6,1,6,3,,,,,,,2,0,Completed,1.02,12
3,Doha,Qatar Exxon Mobil Open,1/8/2010,ATP250,Outdoor,Hard,Semifinals,3,Davydenko N.,Federer R.,146,211,6,1,4930,10550,6,4,6,4,,,,,,,2,0,Completed,2.75,1.4
3,Doha,Qatar Exxon Mobil Open,1/9/2010,ATP250,Outdoor,Hard,The Final,3,Davydenko N.,Nadal R.,146,508,6,2,4930,9205,0,6,7,6,6,4,,,,,2,1,Completed,2.2,1.66
4,Auckland,Heineken Open,1/10/2010,ATP250,Outdoor,Hard,1st Round,3,Statham J.,King-Turner D.,682,354,332,263,126,170,6,2,7,5,,,,,,,2,0,Completed,2.2,1.61
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Bellucci T.,Chiudinelli M.,62,119,34,56,1066,775,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Fognini F.,472,218,28,54,1260,790,5,7,6,3,6,2,,,,,2,1,Completed,1.36,3
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Monaco J.,Zeballos H.,489,773,30,48,1170,904,6,3,6,0,,,,,,,2,0,Completed,1.53,2.37
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Montanes A.,Lemke J.,491,413,31,456,1140,73,6,1,7,5,,,,,,,2,0,Completed,1.25,3.75
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Lammer M.,Evans D.,405,206,209,266,223,167,1,6,6,2,6,4,,,,,2,1,Completed,1.57,2.25
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Isner J.,Garcia-Lopez G.,316,231,33,43,1067,954,4,6,7,6,6,2,,,,,2,1,Completed,1.5,2.5
4,Auckland,Heineken Open,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Greul S.,Lorenzi P.,271,434,60,86,737,577,6,3,6,3,,,,,,,2,0,Completed,1.57,2.25
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Grosjean S.,Mayer F.,275,460,675,59,26,746,6,3,3,6,6,3,,,,,2,1,Completed,2.75,1.4
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Rochus O.,242,598,58,57,750,769,6,3,6,2,,,,,,,2,0,Completed,1.72,2
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Cervantes I.,366,115,27,235,1260,189,6,2,6,3,,,,,,,2,0,Completed,1.1,6.5
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Clement A.,Chardy J.,128,117,67,32,647,1102,7,5,6,4,,,,,,,2,0,Completed,2.5,1.5
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,2nd Round,3,Lammer M.,Ferrero J.C.,405,213,209,23,223,1555,3,1,,,,,,,,,0,0,Retired,4.33,1.2
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,2nd Round,3,Montanes A.,Statham J.,491,682,31,332,1140,126,7,6,6,2,,,,,,,2,0,Completed,1.2,4.33
4,Auckland,Heineken Open,1/12/2010,ATP250,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Bellucci T.,366,62,27,34,1260,1066,6,4,6,1,,,,,,,2,0,Completed,2,1.72
4,Auckland,Heineken Open,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Monaco J.,316,489,33,30,1067,1170,5,7,6,4,6,3,,,,,2,1,Completed,2,1.72
4,Auckland,Heineken Open,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Robredo T.,Greul S.,595,271,16,60,2175,737,7,6,7,6,,,,,,,2,0,Completed,1.16,4.5
4,Auckland,Heineken Open,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Gicquel M.,Almagro N.,242,10,58,26,750,1305,6,0,6,3,,,,,,,2,0,Completed,1.83,1.83
4,Auckland,Heineken Open,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Grosjean S.,472,275,28,675,1260,26,6,2,6,7,7,6,,,,,2,1,Completed,1.36,3
4,Auckland,Heineken Open,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Clement A.,Ferrer D.,128,212,67,17,647,1870,7,5,6,4,,,,,,,2,0,Completed,4,1.22
4,Auckland,Heineken Open,1/13/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Montanes A.,Lammer M.,491,405,31,209,1140,223,6,3,6,3,,,,,,,2,0,Completed,1.33,3.25
4,Auckland,Heineken Open,1/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Robredo T.,316,595,33,16,1067,2175,7,6,3,6,6,4,,,,,2,1,Completed,2.25,1.57
4,Auckland,Heineken Open,1/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Clement A.,Melzer J.,128,472,67,28,647,1260,6,2,7,5,,,,,,,2,0,Completed,2.2,1.61
4,Auckland,Heineken Open,1/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Gicquel M.,366,242,27,58,1260,750,6,3,6,1,,,,,,,2,0,Completed,1.57,2.25
4,Auckland,Heineken Open,1/14/2010,ATP250,Outdoor,Hard,Semifinals,3,Isner J.,Montanes A.,316,491,33,31,1067,1140,6,2,7,6,,,,,,,2,0,Completed,1.33,3.25
4,Auckland,Heineken Open,1/15/2010,ATP250,Outdoor,Hard,Semifinals,3,Clement A.,Kohlschreiber P.,128,366,67,27,647,1260,6,3,7,6,,,,,,,2,0,Completed,3,1.36
4,Auckland,Heineken Open,1/16/2010,ATP250,Outdoor,Hard,The Final,3,Isner J.,Clement A.,316,128,33,67,1067,647,6,3,5,7,7,6,,,,,2,1,Completed,1.61,2.25
5,Sydney,Medibank International,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Lopez F.,234,430,53,46,805,905,6,1,6,4,,,,,,,2,0,Completed,1.36,3
5,Sydney,Medibank International,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Matosevic M.,641,459,49,184,900,258,6,4,6,4,,,,,,,2,0,Completed,1.28,3.5
5,Sydney,Medibank International,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Llodra M.,138,426,50,70,899,639,6,2,7,6,,,,,,,2,0,Completed,1.61,2.2
5,Sydney,Medibank International,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Lindahl N.,37,421,42,233,965,191,6,2,7,5,,,,,,,2,0,Completed,1.16,4.5
5,Sydney,Medibank International,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Starace P.,Gil F.,681,244,62,69,682,642,6,1,6,4,,,,,,,2,0,Completed,2,1.72
5,Sydney,Medibank International,1/11/2010,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Andreev I.,461,20,76,36,607,1030,6,7,6,3,7,6,,,,,2,1,Completed,1.66,2.1
5,Sydney,Medibank International,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Korolev E.,Querrey S.,371,572,52,25,854,1320,6,2,5,7,6,4,,,,,2,1,Completed,2.62,1.44
5,Sydney,Medibank International,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Serra F.,710,644,29,64,1220,665,7,6,6,4,,,,,,,2,0,Completed,1.44,2.62
5,Sydney,Medibank International,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Chela J.I.,57,118,39,75,1009,611,6,3,6,3,,,,,,,2,0,Completed,2,1.72
5,Sydney,Medibank International,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Benneteau J.,Sela D.,66,640,45,40,924,1006,6,3,6,1,,,,,,,2,0,Completed,1.66,2.1
5,Sydney,Medibank International,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Fish M.,Ball C.,216,44,55,131,790,420,6,4,7,6,,,,,,,2,0,Completed,1.66,2.1
5,Sydney,Medibank International,1/12/2010,ATP250,Outdoor,Hard,1st Round,3,Luczak P.,Acasuso J.,436,1,78,51,598,870,7,6,6,4,,,,,,,2,0,Completed,1.9,1.8
5,Sydney,Medibank International,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Becker B.,234,57,53,39,805,1009,6,2,7,6,,,,,,,2,0,Completed,1.28,3.5
5,Sydney,Medibank International,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Starace P.,Gimeno-Traver D.,681,245,62,73,682,613,6,3,3,2,,,,,,,1,0,Retired,1.36,3
5,Sydney,Medibank International,1/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Fish M.,Korolev E.,216,371,55,52,790,854,6,1,6,2,,,,,,,2,0,Completed,1.72,2
