,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WinnerID,LoserID,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,full_date
23723,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Kudla D.,Fritz T.,384,221,63.0,49.0,810.0,974.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2019-01-01
23724,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Struff J.L.,117,686,40.0,57.0,1050.0,875.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2019-01-01
23725,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Duckworth J.,505,186,240.0,234.0,200.0,206.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,2019-01-01
23726,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Kyrgios N.,Harrison R.,398,295,35.0,62.0,1125.0,810.0,7.0,6.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,2.75,2019-01-01
23727,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Tsonga J.W.,Kokkinakis T.,716,367,239.0,146.0,200.0,367.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2019-01-01
23728,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Popyrin A.,152,562,31.0,147.0,1298.0,367.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.33,2019-01-01
23729,1,Brisbane,Brisbane International,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Bolt A.,700,84,72.0,154.0,715.0,352.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.25,2019-01-01
23730,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Millman J.,173,479,19.0,38.0,1835.0,1083.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,2019-01-02
23731,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Uchiyama Y.,Edmund K.,719,192,185.0,14.0,275.0,2150.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,2019-01-02
23732,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Kudla D.,524,384,9.0,63.0,3590.0,810.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,2019-01-02
23733,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Raonic M.,Kecmanovic M.,582,342,18.0,131.0,1855.0,433.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.33,2019-01-02
23734,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Kyrgios N.,117,398,40.0,35.0,1050.0,1125.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,2019-01-02
23735,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Murray A.,466,505,16.0,240.0,1977.0,200.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2019-01-02
23736,1,Brisbane,Brisbane International,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Thompson J.,152,700,31.0,72.0,1298.0,715.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,2019-01-02
23737,1,Brisbane,Brisbane International,1/3/2019,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Daniel T.,716,142,239.0,77.0,200.0,691.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,2019-01-03
23738,1,Brisbane,Brisbane International,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Chardy J.,Uchiyama Y.,117,719,40.0,185.0,1050.0,275.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.3,2019-01-03
23739,1,Brisbane,Brisbane International,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dimitrov G.,524,173,9.0,19.0,3590.0,1835.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.3,2019-01-03
23740,1,Brisbane,Brisbane International,1/4/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Raonic M.,466,582,16.0,18.0,1977.0,1855.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2019-01-04
23741,1,Brisbane,Brisbane International,1/4/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,De Minaur A.,716,152,239.0,31.0,200.0,1298.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2019-01-04
23742,1,Brisbane,Brisbane International,1/5/2019,ATP250,Outdoor,Hard,Semifinals,3,Nishikori K.,Chardy J.,524,117,9.0,40.0,3590.0,1050.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,2019-01-05
23743,1,Brisbane,Brisbane International,1/5/2019,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Tsonga J.W.,466,716,16.0,239.0,1977.0,200.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,2019-01-05
23744,1,Brisbane,Brisbane International,1/6/2019,ATP250,Outdoor,Hard,The Final,3,Nishikori K.,Medvedev D.,524,466,9.0,16.0,3590.0,1977.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,2019-01-06
23752,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Goffin D.,67,250,116.0,22.0,507.0,1785.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.4,1.3,2019-01-01
23753,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Pella G.,Ilkel C.,553,313,58.0,249.0,860.0,183.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.18,4.5,2019-01-01
23754,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Stakhovsky S.,111,680,20.0,134.0,1819.0,424.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2019-01-01
23755,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Mannarino A.,402,445,48.0,42.0,985.0,1045.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,2019-01-01
23756,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Zayed M.S.,231,772,105.0,,543.0,,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.01,26.0,2019-01-01
23757,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Wawrinka S.,Khachanov K.,752,345,66.0,11.0,785.0,2835.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2019-01-01
23758,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Copil M.,222,130,36.0,60.0,1122.0,823.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.2,2019-01-01
23759,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Dzumhur D.,176,190,1.0,47.0,9045.0,985.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,11.0,2019-01-01
23760,2,Doha,Qatar Exxon Mobil Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H..,Thiem D.,297,698,55.0,8.0,903.0,4095.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.25,2019-01-01
23761,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Lajovic D.,Berankis R.,402,67,48.0,116.0,985.0,507.0,7.0,6.0,0.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.1,2019-01-02
23762,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Garcia-Lopez G.,54,231,24.0,105.0,1605.0,543.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,2019-01-02
23763,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Jarry N.,752,322,66.0,43.0,785.0,1022.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,2019-01-02
23764,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Fucsovics M.,176,222,1.0,36.0,9045.0,1122.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.04,13.0,2019-01-02
23765,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Cecchinato M.,Pella G.,111,553,20.0,58.0,1819.0,860.0,,,,,,,,,,,,,Walkover,2.0,1.72,2019-01-02
23766,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H..,Marterer M.,297,450,55.0,74.0,903.0,706.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,2019-01-02
23767,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili N.,Rublev A.,52,609,21.0,68.0,1795.0,760.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2019-01-02
23768,2,Doha,Qatar Exxon Mobil Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Verdasco F.,68,738,71.0,28.0,715.0,1410.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.1,2019-01-02
23769,2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Wawrinka S.,54,752,24.0,66.0,1605.0,785.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2019-01-03
23770,2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Basilashvili N.,176,52,1.0,21.0,9045.0,1795.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.06,10.0,2019-01-03
23771,2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Herbert P.H..,68,297,71.0,55.0,715.0,903.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,2019-01-03
23772,2,Doha,Qatar Exxon Mobil Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Cecchinato M.,Lajovic D.,111,402,20.0,48.0,1819.0,985.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2019-01-03
23773,2,Doha,Qatar Exxon Mobil Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,54,176,24.0,1.0,1605.0,9045.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.16,2019-01-04
23774,2,Doha,Qatar Exxon Mobil Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Berdych T.,Cecchinato M.,68,111,71.0,20.0,715.0,1819.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,2019-01-04
23775,2,Doha,Qatar Exxon Mobil Open,1/5/2019,ATP250,Outdoor,Hard,The Final,3,Bautista Agut R.,Berdych T.,54,68,24.0,71.0,1605.0,715.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.37,2019-01-05
23781,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Karlovic I.,Auger-Aliassime F.,339,32,100.0,108.0,589.0,527.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2019-01-01
23782,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Istomin D.,83,317,141.0,92.0,384.0,622.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2019-01-01
23783,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Hurkacz H.,319,309,91.0,86.0,622.0,636.0,6.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.57,2019-01-01
23784,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Hoang A.,739,302,89.0,149.0,629.0,359.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,2019-01-01
23785,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Monteiro T.,544,493,52.0,120.0,935.0,475.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,2019-01-01
23786,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Granollers M.,578,267,132.0,96.0,433.0,598.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.57,2019-01-01
23787,3,Pune,Maharashtra Open,1/1/2019,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Kadhe A.,174,336,93.0,392.0,621.0,37.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,2019-01-01
23788,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Donskoy E.,339,184,100.0,97.0,589.0,594.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.2,2019-01-02
23789,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Gulbis E.,Chung H.,279,122,95.0,25.0,612.0,1585.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2019-01-02
23790,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Vesely J.,544,739,52.0,89.0,935.0,629.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,2019-01-02
23791,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Djere L.,17,174,6.0,93.0,4710.0,621.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.25,3.75,2019-01-02
23792,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Munar J.,Bolelli S.,503,83,81.0,141.0,663.0,384.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2019-01-02
23793,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Darcis S.,Mmoh M.,143,485,,103.0,,563.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.53,2019-01-02
23794,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Ivashka I.,657,319,30.0,91.0,1370.0,622.0,6.0,7.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.62,2019-01-02
23795,3,Pune,Maharashtra Open,1/2/2019,ATP250,Outdoor,Hard,2nd Round,3,Jaziri M.,Ramanathan R.,324,578,45.0,132.0,1014.0,433.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,2019-01-02
23796,3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Karlovic I.,Gulbis E.,339,279,100.0,95.0,589.0,612.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2019-01-03
23797,3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Darcis S.,Jaziri M.,143,324,,45.0,,1014.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,2019-01-03
23798,3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Anderson K.,Munar J.,17,503,6.0,81.0,4710.0,663.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,2019-01-03
23799,3,Pune,Maharashtra Open,1/3/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Simon G.,Paire B.,657,544,30.0,52.0,1370.0,935.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.2,2019-01-03
23800,3,Pune,Maharashtra Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Karlovic I.,Darcis S.,339,143,100.0,,589.0,,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,2019-01-04
23801,3,Pune,Maharashtra Open,1/4/2019,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Simon G.,17,657,6.0,30.0,4710.0,1370.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.2,2019-01-04
23802,3,Pune,Maharashtra Open,1/5/2019,ATP250,Outdoor,Hard,The Final,3,Anderson K.,Karlovic I.,17,339,6.0,100.0,4710.0,589.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.28,3.75,2019-01-05
23803,4,Auckland,ASB Classic,1/6/2019,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Copil M.,221,130,50.0,61.0,933.0,823.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,2019-01-06
23804,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Klahn B.,366,358,34.0,76.0,1125.0,699.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,2019-01-07
23805,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Djere L.,686,174,58.0,91.0,855.0,621.0,7.0,6.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.4,2.75,2019-01-07
23806,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Paire B.,526,544,93.0,55.0,616.0,890.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,2019-01-07
23807,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Sandgren T.,Marterer M.,625,450,63.0,70.0,814.0,732.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2019-01-07
23808,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,Mcdonald M.,71,463,52.0,79.0,916.0,688.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,2019-01-07
23809,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Shapovalov D.,675,648,44.0,27.0,1017.0,1440.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2019-01-07
23810,4,Auckland,ASB Classic,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Johnson S.,461,328,54.0,33.0,895.0,1190.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2019-01-07
23811,4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Haase R.,212,283,124.0,49.0,460.0,940.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,1.9,2019-01-08
23812,4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Pella G.,252,553,60.0,66.0,830.0,790.0,6.0,1.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.72,2.0,2019-01-08
23813,4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Statham J.,Chung H.,682,122,360.0,25.0,56.0,1585.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,7.0,1.1,2019-01-08
23814,4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Cuevas P.,308,138,98.0,90.0,584.0,630.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,2019-01-08
23815,4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Isner J.,221,316,50.0,10.0,933.0,3155.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2019-01-08
23816,4,Auckland,ASB Classic,1/8/2019,ATP250,Outdoor,Hard,2nd Round,3,Sandgren T.,Cecchinato M.,625,111,63.0,18.0,814.0,1889.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,2019-01-08
23817,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Mayer L.,Berrettini M.,461,71,54.0,52.0,895.0,916.0,5.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2019-01-09
23818,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,Gojowczyk P.,218,252,13.0,60.0,2315.0,830.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,2019-01-09
23819,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Humbert U.,366,308,34.0,98.0,1125.0,584.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,2019-01-09
23820,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Sousa J.,526,675,93.0,44.0,616.0,1017.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,2019-01-09
23821,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Ferrer D.,107,212,24.0,124.0,1705.0,460.0,1.0,1.0,,,,,,,,,0.0,0.0,Retired,2.37,1.53,2019-01-09
23822,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,2nd Round,3,Struff J.L.,Statham J.,686,682,58.0,360.0,855.0,56.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.18,4.5,2019-01-09
23823,4,Auckland,ASB Classic,1/9/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Sandgren T.,Mayer L.,625,461,63.0,54.0,814.0,895.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.3,2019-01-09
23824,4,Auckland,ASB Classic,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Fognini F.,366,218,34.0,13.0,1125.0,2315.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.37,2019-01-10
23825,4,Auckland,ASB Classic,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Fritz T.,526,221,93.0,50.0,616.0,933.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,2019-01-10
23826,4,Auckland,ASB Classic,1/10/2019,ATP250,Outdoor,Hard,Quarterfinals,3,Struff J.L.,Carreno Busta P.,686,107,58.0,24.0,855.0,1705.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,2019-01-10
23827,4,Auckland,ASB Classic,1/11/2019,ATP250,Outdoor,Hard,Semifinals,3,Sandgren T.,Kohlschreiber P.,625,366,63.0,34.0,814.0,1125.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,2019-01-11
23828,4,Auckland,ASB Classic,1/11/2019,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Struff J.L.,526,686,93.0,58.0,616.0,855.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.3,2019-01-11
23829,4,Auckland,ASB Classic,1/12/2019,ATP250,Outdoor,Hard,The Final,3,Sandgren T.,Norrie C.,625,526,63.0,93.0,814.0,616.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2019-01-12
23830,5,Sydney,Sydney International,1/6/2019,ATP250,Outdoor,Hard,1st Round,3,Klizan M.,Popyrin A.,361,562,40.0,149.0,1050.0,367.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.2,2019-01-06
23831,5,Sydney,Sydney International,1/6/2019,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Mannarino A.,700,445,72.0,41.0,715.0,1045.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,2019-01-06
23832,5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Jaziri M.,572,324,48.0,42.0,955.0,1042.0,6.0,1.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.33,3.25,2019-01-07
23833,5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Ramos-Vinolas A.,537,581,102.0,65.0,561.0,790.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,2019-01-07
23834,5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Lajovic D.,152,402,29.0,45.0,1253.0,1010.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,2019-01-07
23835,5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Andreozzi G.,Ebden M.,21,191,80.0,47.0,682.0,981.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,2019-01-07
23836,5,Sydney,Sydney International,1/7/2019,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Harrison R.,525,295,75.0,81.0,701.0,660.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,2019-01-07
