,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WinnerID,LoserID,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,full_date
25165,36,Queens Club,Queen's Club Championships,6/23/2019,ATP500,Outdoor,Grass,The Final,3,Lopez F.,Simon G.,430,657,113.0,38.0,507.0,1190.0,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,2019-06-23
25166,37,Antalya,Antalya Open,6/23/2019,ATP250,Outdoor,Grass,1st Round,3,Kecmanovic M.,Munar J.,342,503,82.0,88.0,675.0,630.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.2,2019-06-23
25167,37,Antalya,Antalya Open,6/23/2019,ATP250,Outdoor,Grass,1st Round,3,Sonego L.,Sousa J.,673,675,75.0,66.0,732.0,795.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2019-06-23
25168,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Dzumhur D.,Ebden M.,190,191,63.0,91.0,833.0,606.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2019-06-24
25169,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Gunneswaran P.,Tipsarevic J.,280,702,94.0,286.0,591.0,125.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2019-06-24
25170,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Klahn B.,Darcis S.,358,143,89.0,230.0,628.0,209.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2019-06-24
25171,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Carballes Baena R.,Aragone J.,106,24,72.0,265.0,742.0,162.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.37,2019-06-24
25172,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Humbert U.,Delbonis F.,308,161,64.0,76.0,822.0,731.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,2.75,2019-06-24
25173,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Celikbilek A.,Gulbis E.,112,279,443.0,90.0,22.0,617.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.16,2019-06-24
25174,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Troicki V.,Kovalik J.,710,374,193.0,169.0,270.0,330.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,2019-06-24
25175,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Tomic B.,Seppi A.,703,641,101.0,71.0,548.0,745.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2019-06-24
25176,37,Antalya,Antalya Open,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Gojowczyk P.,Kirkin E.,252,356,123.0,566.0,465.0,6.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.14,5.5,2019-06-24
25177,37,Antalya,Antalya Open,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Krawietz K.,Ilkel C.,379,313,277.0,271.0,142.0,155.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,2019-06-25
25178,37,Antalya,Antalya Open,6/25/2019,ATP250,Outdoor,Grass,2nd Round,3,Thompson J.,Klahn B.,700,358,45.0,89.0,967.0,628.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,2019-06-25
25179,37,Antalya,Antalya Open,6/25/2019,ATP250,Outdoor,Grass,2nd Round,3,Dzumhur D.,Celikbilek A.,190,112,63.0,443.0,833.0,22.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.12,6.0,2019-06-25
25180,37,Antalya,Antalya Open,6/25/2019,ATP250,Outdoor,Grass,2nd Round,3,Sonego L.,Gunneswaran P.,673,280,75.0,94.0,732.0,591.0,6.0,7.0,6.0,0.0,7.0,5.0,,,,,2.0,1.0,Completed,1.5,2.5,2019-06-25
25181,37,Antalya,Antalya Open,6/25/2019,ATP250,Outdoor,Grass,2nd Round,3,Mannarino A.,Carballes Baena R.,445,106,37.0,72.0,1171.0,742.0,3.0,6.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,Completed,1.28,3.5,2019-06-25
25182,37,Antalya,Antalya Open,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Troicki V.,Paire B.,710,544,193.0,32.0,270.0,1278.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2019-06-26
25183,37,Antalya,Antalya Open,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Kecmanovic M.,Humbert U.,342,308,82.0,64.0,675.0,822.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.72,2.0,2019-06-26
25184,37,Antalya,Antalya Open,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Tomic B.,Gojowczyk P.,703,252,101.0,123.0,548.0,465.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.2,2019-06-26
25185,37,Antalya,Antalya Open,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Carreno Busta P.,Krawietz K.,107,379,59.0,277.0,860.0,142.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,2019-06-26
25186,37,Antalya,Antalya Open,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Kecmanovic M.,Troicki V.,342,710,82.0,193.0,675.0,270.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.2,2019-06-27
25187,37,Antalya,Antalya Open,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Thompson J.,Dzumhur D.,700,190,45.0,63.0,967.0,833.0,7.0,5.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.44,2.75,2019-06-27
25188,37,Antalya,Antalya Open,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Sonego L.,Mannarino A.,673,445,75.0,37.0,732.0,1171.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2019-06-27
25189,37,Antalya,Antalya Open,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Carreno Busta P.,Tomic B.,107,703,59.0,101.0,860.0,548.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2019-06-27
25190,37,Antalya,Antalya Open,6/28/2019,ATP250,Outdoor,Grass,Semifinals,3,Kecmanovic M.,Thompson J.,342,700,82.0,45.0,675.0,967.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.57,2019-06-28
25191,37,Antalya,Antalya Open,6/29/2019,ATP250,Outdoor,Grass,Semifinals,3,Sonego L.,Carreno Busta P.,673,107,75.0,59.0,732.0,860.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,2019-06-29
25192,37,Antalya,Antalya Open,6/29/2019,ATP250,Outdoor,Grass,The Final,3,Sonego L.,Kecmanovic M.,673,342,75.0,82.0,732.0,675.0,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,2.0,2019-06-29
25193,38,Eastbourne,Eastbourne International,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Hurkacz H.,Cecchinato M.,309,111,52.0,40.0,923.0,1130.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,2019-06-24
25194,38,Eastbourne,Eastbourne International,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Verdasco F.,Millman J.,738,479,36.0,58.0,1210.0,875.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.9,1.8,2019-06-24
25195,38,Eastbourne,Eastbourne International,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Querrey S.,Kukushkin M.,572,387,79.0,47.0,680.0,955.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,2019-06-24
25196,38,Eastbourne,Eastbourne International,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Johnson S.,Opelka R.,328,537,69.0,61.0,750.0,855.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,2019-06-24
25197,38,Eastbourne,Eastbourne International,6/24/2019,ATP250,Outdoor,Grass,1st Round,3,Fritz T.,Jubb P.,221,331,42.0,472.0,1090.0,15.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.4,2019-06-24
25198,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Londero J.I.,Clarke J.,429,127,62.0,166.0,854.0,342.0,6.0,7.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,,,2019-06-25
25199,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Evans D.,Albot R.,206,7,65.0,41.0,818.0,1126.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,2019-06-25
25200,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Jarry N.,Cuevas P.,322,138,55.0,44.0,900.0,1003.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,2019-06-25
25201,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Norrie C.,Chardy J.,526,117,49.0,81.0,940.0,675.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2019-06-25
25202,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Fabbiano T.,Ward J.,208,750,102.0,205.0,543.0,255.0,2.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,2.25,1.57,2019-06-25
25203,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Herbert P.H..,Kudla D.,297,384,38.0,113.0,1168.0,520.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,2019-06-25
25204,38,Eastbourne,Eastbourne International,6/25/2019,ATP250,Outdoor,Grass,1st Round,3,Simon G.,Sandgren T.,657,625,25.0,92.0,1445.0,599.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,2019-06-25
25205,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Fritz T.,Pella G.,221,553,42.0,26.0,1090.0,1430.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.0,2019-06-26
25206,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Hurkacz H.,Johnson S.,309,328,52.0,69.0,923.0,750.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2019-06-26
25207,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Verdasco F.,Londero J.I.,738,429,36.0,62.0,1210.0,854.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,3.75,2019-06-26
25208,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Querrey S.,Lajovic D.,572,402,79.0,33.0,680.0,1271.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.4,2019-06-26
25209,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Fabbiano T.,Djere L.,208,174,102.0,30.0,543.0,1329.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.2,2019-06-26
25210,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Evans D.,Herbert P.H..,206,297,65.0,38.0,818.0,1168.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.25,2019-06-26
25211,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Simon G.,Jarry N.,657,322,25.0,55.0,1445.0,900.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,2019-06-26
25212,38,Eastbourne,Eastbourne International,6/26/2019,ATP250,Outdoor,Grass,2nd Round,3,Edmund K.,Norrie C.,192,526,31.0,49.0,1280.0,940.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,2019-06-26
25213,38,Eastbourne,Eastbourne International,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Querrey S.,Verdasco F.,572,738,79.0,36.0,680.0,1210.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,2019-06-27
25214,38,Eastbourne,Eastbourne International,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Fabbiano T.,Simon G.,208,657,102.0,25.0,543.0,1445.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.25,2019-06-27
25215,38,Eastbourne,Eastbourne International,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Fritz T.,Hurkacz H.,221,309,42.0,52.0,1090.0,923.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.72,2.1,2019-06-27
25216,38,Eastbourne,Eastbourne International,6/27/2019,ATP250,Outdoor,Grass,Quarterfinals,3,Edmund K.,Evans D.,192,206,31.0,65.0,1280.0,818.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,2019-06-27
25217,38,Eastbourne,Eastbourne International,6/28/2019,ATP250,Outdoor,Grass,Semifinals,3,Querrey S.,Fabbiano T.,572,208,79.0,102.0,680.0,543.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.33,2019-06-28
25218,38,Eastbourne,Eastbourne International,6/28/2019,ATP250,Outdoor,Grass,Semifinals,3,Fritz T.,Edmund K.,221,192,42.0,31.0,1090.0,1280.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2019-06-28
25219,38,Eastbourne,Eastbourne International,6/29/2019,ATP250,Outdoor,Grass,The Final,3,Fritz T.,Querrey S.,221,572,42.0,79.0,1090.0,680.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2019-06-29
25220,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Nishioka Y.,702,525,288.0,68.0,125.0,776.0,6.0,4.0,6.0,7.0,6.0,2.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,2.1,1.72,2019-07-01
25221,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Anderson K.,Herbert P.H..,17,297,8.0,39.0,3610.0,1143.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.2,2019-07-01
25222,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Giron M.,430,248,54.0,155.0,917.0,356.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,2019-07-01
25223,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Bautista Agut R.,Gojowczyk P.,54,252,22.0,121.0,1600.0,465.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,11.0,2019-07-01
25224,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Opelka R.,Stebe C.M.,537,683,63.0,518.0,855.0,10.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.12,6.0,2019-07-01
25225,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Bemelmans R.,752,64,19.0,171.0,1715.0,311.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.14,5.5,2019-07-01
25226,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Mayer L.,Gulbis E.,461,279,59.0,92.0,875.0,617.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.8,2.0,2019-07-01
25227,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Khachanov K.,Kwon S.W.,345,396,9.0,125.0,2980.0,447.0,7.0,6.0,6.0,4.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.25,4.0,2019-07-01
25228,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Darcis S.,Zverev M.,143,782,221.0,213.0,221.0,230.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.66,2.2,2019-07-01
25229,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,Jaziri M.,384,324,111.0,100.0,520.0,557.0,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.14,5.5,2019-07-01
25230,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Jarry N.,641,322,73.0,53.0,745.0,920.0,6.0,3.0,6.0,7.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,2.0,1.8,2019-07-01
25231,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Auger-Aliassime F.,Pospisil V.,32,564,21.0,187.0,1654.0,279.0,5.0,7.0,6.0,2.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.06,10.0,2019-07-01
25232,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kohlschreiber P.,176,366,1.0,57.0,12415.0,885.0,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.03,15.0,2019-07-01
25233,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Kovalik J.,283,374,76.0,165.0,716.0,330.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.33,2019-07-01
25234,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Fabbiano T.,Tsitsipas S.,208,715,89.0,6.0,639.0,4215.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,6.5,1.11,2019-07-01
25235,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Pella G.,Copil M.,553,130,26.0,88.0,1430.0,647.0,7.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.8,2019-07-01
25236,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Cuevas P.,Dzumhur D.,138,190,45.0,91.0,1003.0,628.0,4.0,6.0,7.0,6.0,2.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.8,2.0,2019-07-01
25237,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Arnaboldi A.,339,28,80.0,219.0,679.0,226.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.25,4.0,2019-07-01
25238,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Popyrin A.,Carreno Busta P.,562,107,101.0,50.0,553.0,950.0,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.57,2.37,2019-07-01
25239,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Vesely J.,Zverev A.,739,781,124.0,5.0,448.0,4405.0,4.0,6.0,6.0,3.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,4.33,1.22,2019-07-01
25240,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Hurkacz H.,Lajovic D.,309,402,48.0,36.0,959.0,1251.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,2019-07-01
25241,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Majchrzak K.,738,443,37.0,108.0,1235.0,523.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.0,1.8,2019-07-01
25242,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Medvedev D.,Lorenzi P.,466,434,13.0,106.0,2625.0,531.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.01,23.0,2019-07-01
25243,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Londero J.I.,544,429,32.0,60.0,1278.0,870.0,4.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.3,3.5,2019-07-01
25244,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Humbert U.,Monfils G.,308,490,66.0,15.0,822.0,1985.0,6.0,7.0,3.0,6.0,6.0,4.0,7.0,5.0,3.0,0.0,2.0,2.0,Retired,3.5,1.3,2019-07-01
25245,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Klizan M.,117,361,81.0,56.0,675.0,903.0,3.0,6.0,6.0,0.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.28,3.75,2019-07-01
25246,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Raonic M.,Gunneswaran P.,582,280,17.0,93.0,1945.0,611.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,2019-07-01
25247,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Moutet C.,Dimitrov G.,499,173,84.0,49.0,660.0,952.0,2.0,6.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,4.5,1.2,2019-07-01
25248,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Edmund K.,Munar J.,192,503,30.0,90.0,1325.0,630.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,2019-07-01
25249,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Granollers M.,Sonego L.,267,673,105.0,46.0,536.0,970.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.2,1.66,2019-07-01
25250,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Goffin D.,Klahn B.,250,358,23.0,87.0,1510.0,648.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,13.0,2019-07-01
25251,39,London,Wimbledon,7/1/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kecmanovic M.,Carballes Baena R.,342,106,67.0,74.0,817.0,742.0,2.0,6.0,6.0,3.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.75,2019-07-01
25252,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,De Minaur A.,Cecchinato M.,152,111,29.0,41.0,1330.0,1085.0,6.0,0.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,2019-07-02
25253,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Evans D.,Delbonis F.,206,161,61.0,75.0,860.0,731.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.08,8.0,2019-07-02
25254,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Monteiro T.,524,493,7.0,113.0,4040.0,515.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.05,11.0,2019-07-02
25255,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Basilashvili N.,Ward J.,52,750,16.0,195.0,1960.0,267.0,2.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,1.57,2.37,2019-07-02
25256,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Johnson S.,Ramos-Vinolas A.,328,581,71.0,99.0,750.0,560.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,5.0,2019-07-02
25257,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kyrgios N.,Thompson J.,398,700,43.0,44.0,1045.0,1037.0,7.0,6.0,3.0,6.0,7.0,6.0,0.0,6.0,6.0,1.0,3.0,2.0,Completed,1.36,3.2,2019-07-02
25258,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Schnur B.,37,632,135.0,112.0,420.0,520.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.66,2.2,2019-07-02
25259,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Bedene A.,71,58,20.0,85.0,1665.0,660.0,3.0,6.0,6.0,3.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.2,4.5,2019-07-02
25260,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Thiem D.,572,698,65.0,4.0,830.0,4595.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,0.0,,,3.0,1.0,Completed,2.3,1.61,2019-07-02
25261,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Caruso S.,657,109,25.0,123.0,1445.0,458.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.5,2019-07-02
25262,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Norrie C.,Istomin D.,526,317,55.0,115.0,915.0,505.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.5,2.62,2019-07-02
25263,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Rublev A.,Garin C.,609,232,79.0,34.0,696.0,1259.0,4.0,6.0,6.0,4.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,2.62,1.5,2019-07-02
25264,39,London,Wimbledon,7/2/2019,Grand Slam,Outdoor,Grass,1st Round,5,Koepfer D.,Krajinovic F.,365,377,130.0,52.0,437.0,928.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,2.2,1.66,2019-07-02
