,Unnamed: 0,HomeTeam,AwayTeam,Season,Round,Result,TrueForecast,CalculatedForecast,ELO_Rating_K,Clusters,InProbability,OutProbability,RPS,HomeRating,AwayRating,Home_elo_rating,Away_elo_rating,TrueDiff,ELODiff,RatingError,HomeDiff,AwayDiff,TotalDiff,ClusterHome,ClusterAway,Init_Rounds,Split_Rounds
27878201,27878201,51,131,0,189,away,0.52-0.26-0.22,0.57-0.25-0.19,15,10,1.0,1.0,0.4916142078052929,880.5232861670501,815.8591520186218,952.9157472297443,857.7344457889334,64.66413414842827,95.1813014408109,30.517167292382624,-72.39246106269422,-41.8752937703116,114.26775483300582,1,1,79,198
27878211,27878211,61,141,0,189,draw,0.28-0.28-0.44,0.26-0.28-0.46,15,10,1.0,1.0,0.1411962509520786,1079.3185495135137,1186.9726435745645,1024.8555504441567,1151.4047378870175,-107.65409406105073,-126.54918744286078,18.895093381810057,54.46299906935701,35.567905687546954,90.03090475690396,1,1,79,198
27878221,27878221,71,151,0,189,draw,0.29-0.29-0.42,0.47-0.28-0.26,15,10,1.0,1.0,0.1420254205186143,1020.0254961875703,1116.8764134394332,1063.053285207614,1034.4486746687887,-96.85091725186294,28.604610538825227,68.24630671303771,-43.027789020043656,82.42773877064451,125.45552779068817,1,1,79,198
27878231,27878231,81,161,0,189,away,0.24-0.27-0.49,0.27-0.28-0.45,15,10,1.0,1.0,0.1897574087536627,827.1476568293095,968.667067193506,923.6907001893373,1038.2187171585786,-141.51941036419646,-114.52801696924121,26.991393394955253,-96.54304336002781,-69.55164996507256,166.09469332510037,1,1,79,198
27878241,27878241,91,171,0,189,home,0.36-0.29-0.35,0.42-0.29-0.29,15,10,1.0,1.0,0.20820047863183516,1072.926955565959,1121.323387400743,1095.987928468949,1097.181096188144,-48.39643183478415,-1.1931677191951167,47.203264115589036,-23.060972902989988,24.142291212599048,47.203264115589036,1,1,79,198
27878561,27878561,11,1,0,193,home,0.29-0.28-0.43,0.37-0.29-0.34,15,10,1.0,1.0,0.2564075463198343,1099.3227725512668,1202.3828447324313,1092.9149334625881,1131.9910343679871,-103.06007218116451,-39.07610090539902,63.9839712757655,6.4078390886786565,70.39181036444415,76.79964945312281,1,1,79,198
27878666,27878666,101,11,0,194,away,0.23-0.27-0.50,0.22-0.27-0.51,15,10,1.0,1.0,0.14415295085495236,953.9759293864932,1103.9387935942734,941.7481952372766,1099.5355830683593,-149.96286420778017,-157.7873878310827,7.824523623302525,12.227734149216644,4.403210525914119,16.630944675130763,1,1,79,198
27878676,27878676,111,21,0,194,away,0.12-0.20-0.68,0.12-0.19-0.68,15,10,1.0,1.0,0.05803261141908023,853.2409188476007,1127.6935441154167,829.8759438961015,1107.2655615734777,-274.45262526781596,-277.38961767737624,2.9369924095602755,23.36497495149922,20.427982541938945,43.792957493438166,1,1,79,198
27878686,27878686,121,31,0,194,draw,0.14-0.21-0.65,0.21-0.26-0.54,15,10,1.0,1.0,0.1656059218455678,968.3918159584633,1220.0222524735027,1019.4336810011168,1194.4323428226942,-251.63043651503938,-174.99866182157734,76.63177469346203,-51.04186504265351,25.589909650808522,76.63177469346203,1,1,79,198
27878696,27878696,131,41,0,194,draw,0.24-0.27-0.49,0.27-0.28-0.45,15,10,1.0,1.0,0.13841663166612767,816.8002744569507,959.5335322062475,872.2393004497733,991.4988657097456,-142.73325774929685,-119.2595652599723,23.47369248932455,-55.43902599282262,-31.965333503498073,87.4043594963207,1,1,79,198
27878706,27878706,141,51,0,194,home,0.81-0.12-0.06,0.73-0.17-0.10,15,10,1.0,1.0,0.04058676087733279,1171.0062630323298,875.7106058884815,1152.6867894334262,934.5209004358451,295.2956571438483,218.16588899758108,77.12976814626722,18.31947359890364,-58.81029454736358,77.12976814626722,1,1,79,198
27878716,27878716,151,61,0,194,home,0.51-0.27-0.23,0.46-0.28-0.26,15,10,1.0,1.0,0.17969482546999574,1124.374227080206,1069.5817237343485,1049.2469418586304,1025.7700578584654,54.79250334585754,23.476884000165,31.31561934569254,75.12728522157568,43.811665875883136,118.93895109745881,1,1,79,198
27878726,27878726,161,71,0,194,away,0.34-0.29-0.37,0.39-0.29-0.32,15,10,1.0,1.0,0.307547705309938,969.0071998776584,1032.4997519671988,1038.098458825868,1062.3334510632035,-63.49255208954037,-24.23499223733552,39.25755985220485,-69.09125894820954,-29.833699096004693,98.92495804421424,1,1,79,198
27878736,27878736,171,81,0,194,home,0.80-0.13-0.07,0.70-0.19-0.11,15,10,1.0,1.0,0.05182155042025593,1109.1935519116935,831.8441024554637,1090.363947262239,899.7861737085361,277.34944945622976,190.57777355370285,86.77167590252691,18.829604649454495,-67.94207125307241,86.77167590252691,1,1,79,198
27878746,27878746,181,91,0,194,home,0.65-0.21-0.14,0.47-0.28-0.26,15,10,1.0,1.0,0.1753192366056704,1195.1464121066479,1043.866431214896,1103.9311645940415,1076.4706451471409,151.27998089175185,27.460519446900662,123.81946144485119,91.21524751260631,-32.604213932244875,123.81946144485119,1,1,79,198
