,Unnamed: 0,HomeTeam,AwayTeam,Season,Round,Result,TrueForecast,CalculatedForecast,ELO_Rating_K,Variance,Density,RPS,HomeRating,AwayRating,Home_elo_rating,Away_elo_rating
106025,106025,0,47,0,351,home,0.18-0.24-0.57,0.22-0.26-0.51,25,0,0.4526130653266332,0.4355834542119225,1004.5399231950121,1202.3963548232325,996.7162175945128,1156.4196049260456
106283,106283,0,41,0,357,home,0.70-0.19-0.12,0.71-0.18-0.11,25,0,0.4526130653266332,0.04845472724056808,1001.8223464058076,812.4012877020207,1025.8729342429283,827.5966889471324
106549,106549,0,35,0,363,draw,0.48-0.27-0.25,0.49-0.27-0.24,25,0,0.4526130653266332,0.15007844265838938,1007.5736817513181,971.8409831293538,1030.0658859623982,983.5197850379074
106978,106978,0,25,0,373,draw,0.42-0.29-0.30,0.42-0.29-0.30,25,0,0.4526130653266332,0.13056169571642087,1005.063378254554,1012.0636022575383,1038.547564132361,1045.612101537222
107072,107072,0,23,0,375,away,0.41-0.29-0.30,0.34-0.29-0.37,25,0,0.4526130653266332,0.25399106541209404,1003.0248674461992,1010.5816981290525,1044.210898029066,1106.94470749637
107164,107164,0,21,0,377,home,0.47-0.28-0.25,0.50-0.27-0.23,25,0,0.4526130653266332,0.15080790861682228,1011.6860006704128,982.854343498834,1031.0902077785813,980.1027934383893
107422,107422,0,15,0,383,away,0.20-0.26-0.54,0.43-0.28-0.28,25,0,0.4526130653266332,0.35105978735578064,1000.6116449838366,1176.5495359789948,1068.791664076985,1063.6215258652658
107511,107511,0,13,0,385,away,0.34-0.29-0.37,0.56-0.25-0.19,25,0,0.4526130653266332,0.4830155960863733,1000.7254940094897,1061.9535933784925,1063.7525834268376,974.0208566134356
107689,107689,0,9,0,389,draw,0.42-0.29-0.29,0.46-0.28-0.26,25,0,0.4526130653266332,0.13892786330508403,990.0432400221057,994.1401478040464,1030.9376330901707,1010.2859072670673
107780,107780,0,7,0,391,draw,0.26-0.28-0.47,0.39-0.29-0.32,25,0,0.4526130653266332,0.1274013626129692,975.3399458425597,1103.9377512401966,1027.414411756127,1051.4242907885375
107938,107938,0,3,0,395,away,0.51-0.27-0.22,0.58-0.24-0.18,25,0,0.4526130653266332,0.507980625661802,969.7948671328586,912.2011523749866,1018.2901989265317,912.7099212023379
108030,108030,0,1,0,397,home,0.69-0.19-0.12,0.78-0.14-0.08,25,0,0.4526130653266332,0.026051360271692248,969.9794827838167,789.5244473782251,999.6834285572834,733.9831113050952
108398,108398,0,107,0,7,draw,0.48-0.27-0.24,0.42-0.29-0.30,27,0,0.4526130653266332,0.1309645323979993,928.8940309918147,891.2758531745094,1008.4225684995167,1013.777805914416
108567,108567,0,111,0,11,draw,0.16-0.23-0.61,0.43-0.28-0.28,27,0,0.4526130653266332,0.1338942701196252,924.6271876652164,1149.4061370578593,1005.565979524423,1000.0
108735,108735,0,115,0,15,home,0.24-0.27-0.49,0.39-0.29-0.32,27,0,0.4526130653266332,0.23292659396272125,921.3762254555894,1067.9171494604254,1005.317261052622,1026.440545115203
108829,108829,0,117,0,17,draw,0.21-0.26-0.54,0.42-0.29-0.30,27,0,0.4526130653266332,0.13052731214634955,926.3159572546659,1100.1810798406948,1016.5511902552797,1023.764683918764
109012,109012,0,121,0,21,home,0.45-0.28-0.27,0.46-0.28-0.26,27,0,0.4526130653266332,0.17815912146656998,912.4382710249513,893.193854986246,1032.641564933412,1007.7732026026324
109110,109110,0,123,0,23,away,0.38-0.29-0.33,0.55-0.25-0.20,27,0,0.4526130653266332,0.4733947013204716,896.9985498272373,928.425097528744,1042.1861815152147,958.5449997710632
109295,109295,0,127,0,27,away,0.06-0.11-0.83,0.38-0.29-0.33,27,0,0.4526130653266332,0.2959103889790754,922.8672946450816,1332.3889055835655,1022.7596185078895,1055.1056800596054
109489,109489,0,131,0,31,away,0.17-0.23-0.60,0.40-0.29-0.31,27,0,0.4526130653266332,0.31914886164381323,916.3222628189113,1136.1578605652553,1008.5138932015798,1024.7772474672947
109584,109584,0,133,0,33,draw,0.17-0.24-0.59,0.41-0.29-0.30,27,0,0.4526130653266332,0.1297214802200558,922.8504887945883,1135.536162834797,983.2700288962453,994.1315777773171
109683,109683,0,135,0,35,away,0.29-0.29-0.42,0.42-0.29-0.30,27,0,0.4526130653266332,0.33508271150935426,917.5908686145993,1013.638462704762,980.6184846746477,986.0971283016
109846,109846,0,139,0,39,away,0.22-0.26-0.51,0.31-0.29-0.40,27,0,0.4526130653266332,0.22461247785984564,926.2335690359979,1086.1967233240705,966.9504586087564,1052.3988514962737
109938,109938,0,141,0,41,away,0.21-0.26-0.53,0.29-0.28-0.43,27,0,0.4526130653266332,0.20429620476761026,925.4631902431469,1094.4363097143596,968.4968786583634,1070.5646471136888
110103,110103,0,145,0,45,draw,0.36-0.29-0.35,0.38-0.29-0.33,27,0,0.4526130653266332,0.12656409846729474,934.594076771626,980.9760611069316,939.3509246468053,970.1685967796832
110206,110206,0,147,0,47,home,0.27-0.28-0.44,0.24-0.27-0.49,27,0,0.4526130653266332,0.41122593228019655,925.6554779954756,1037.766214348515,929.7055490109108,1073.908793323297
110397,110397,0,151,0,51,away,0.21-0.26-0.53,0.28-0.28-0.43,27,0,0.4526130653266332,0.20152758630693365,938.7213089399893,1109.0752577557557,964.5381085134172,1068.9392257754766
110497,110497,0,153,0,53,away,0.06-0.12-0.81,0.19-0.25-0.56,27,0,0.4526130653266332,0.11579619375354835,945.6893993069524,1340.493888730302,951.9846855057547,1141.3519663226014
110592,110592,0,155,0,55,draw,0.37-0.29-0.34,0.40-0.29-0.31,27,0,0.4526130653266332,0.1287490506746808,946.3788439927499,984.9598600926784,942.5992601743795,958.3624837414806
110864,110864,0,161,0,61,away,0.29-0.28-0.43,0.35-0.29-0.36,27,0,0.4526130653266332,0.26341168285135297,928.3725907297484,1031.0860649465226,932.4836986221375,988.2059041435127
110970,110970,0,163,0,63,away,0.42-0.29-0.30,0.39-0.29-0.32,27,0,0.4526130653266332,0.3063572285615576,922.3628294285287,927.3160859629984,910.8691705038073,935.9284283708943
111521,111521,0,175,0,75,away,0.52-0.26-0.22,0.44-0.28-0.28,27,0,0.4526130653266332,0.3555450988659113,909.2055916551437,847.1859997006308,917.2640115758853,909.1305813694217
111614,111614,0,177,0,77,home,0.63-0.22-0.15,0.42-0.29-0.29,27,0,0.4526130653266332,0.21002582509120266,913.3605035429463,774.7472918056629,921.1396727414402,923.8459048124396
111711,111711,0,179,0,79,draw,0.27-0.28-0.45,0.40-0.29-0.31,27,0,0.4526130653266332,0.12796320192366625,911.0553742698497,1024.9333424234892,941.0686988927694,961.3652812653444
111804,111804,0,181,0,81,home,0.49-0.27-0.24,0.55-0.25-0.20,27,0,0.4526130653266332,0.12279663176910452,915.6584276192436,872.4027338008107,934.5222724822638,853.4016503094632
111904,111904,0,183,0,83,home,0.19-0.25-0.56,0.20-0.25-0.54,27,0,0.4526130653266332,0.4651920759005298,917.8300422274041,1106.9774197239094,942.1750245286357,1120.6265054954963
112081,112081,0,187,0,87,away,0.36-0.29-0.35,0.47-0.28-0.25,27,0,0.4526130653266332,0.3887709739280418,904.0548838101648,950.7215833336712,959.4012627954156,929.6093644991498
112353,112353,0,193,0,93,away,0.29-0.29-0.43,0.23-0.27-0.50,27,0,0.4526130653266332,0.1514870423208517,912.2281549255824,1012.5806699352856,935.7314824769252,1086.0359143592136
112542,112542,0,197,0,97,home,0.31-0.29-0.41,0.32-0.29-0.39,27,0,0.4526130653266332,0.3085526095620532,917.224025086088,1003.4544069973932,924.9265555785882,1001.3864073365413
112818,112818,0,96,0,103,draw,0.15-0.22-0.62,0.17-0.23-0.60,27,0,0.4526130653266332,0.19343418999287496,919.8604609527107,1154.4478104324921,947.2260244424884,1164.0474911562724
112988,112988,0,92,0,107,away,0.21-0.26-0.53,0.26-0.28-0.46,27,0,0.4526130653266332,0.18200726761938396,918.5736782816267,1088.0110514260232,970.0041547593843,1091.3990130839923
113160,113160,0,88,0,111,draw,0.29-0.29-0.42,0.40-0.29-0.31,27,0,0.4526130653266332,0.12875635307444394,922.254457045848,1021.6271508384967,958.105030678468,973.8288919730456
113610,113610,0,78,0,121,draw,0.44-0.28-0.28,0.31-0.29-0.40,27,0,0.4526130653266332,0.12867496762955472,918.9292524797467,911.2047261963237,951.3031113350032,1035.1380185835353
113703,113703,0,76,0,123,home,0.74-0.17-0.10,0.65-0.21-0.14,27,0,0.4526130653266332,0.07214328416568629,916.1767433576654,695.3069621490814,951.4521149133673,800.265847837516
114350,114350,0,62,0,137,away,0.15-0.22-0.63,0.23-0.27-0.51,27,0,0.4526130653266332,0.14609800301542047,960.1268469955203,1196.7078885493015,950.3420049500467,1106.121318000228
114599,114599,0,56,0,143,draw,0.38-0.29-0.33,0.41-0.29-0.30,27,0,0.4526130653266332,0.12936541926538314,965.2000395075336,997.6736720096503,933.5749858309946,946.1584064213922
114703,114703,0,54,0,145,draw,0.38-0.29-0.33,0.21-0.26-0.53,27,0,0.4526130653266332,0.16087550645976093,978.7386416302584,1010.0659794713957,930.9878280010324,1097.9012984230637
114790,114790,0,52,0,147,home,0.30-0.29-0.42,0.29-0.29-0.43,27,0,0.4526130653266332,0.3437257107730526,974.0284353529852,1066.8505369999175,934.2962232018183,1034.5970227936818
114888,114888,0,50,0,149,away,0.23-0.27-0.51,0.24-0.27-0.48,27,0,0.4526130653266332,0.16360121227188906,978.2181450524913,1132.1810901347665,967.9366404142012,1106.3709252404578
114978,114978,0,48,0,151,away,0.67-0.20-0.13,0.57-0.24-0.18,27,0,0.4526130653266332,0.4978556986357351,979.3225775202293,813.0253716461099,956.686000868974,857.5437113326278
115153,115153,0,44,0,155,home,0.44-0.28-0.28,0.40-0.29-0.31,27,0,0.4526130653266332,0.2320714340238913,977.382116101768,968.6985777384191,956.8039384584392,977.2568830541652
115592,115592,0,34,0,165,home,0.37-0.29-0.34,0.34-0.29-0.37,27,0,0.4526130653266332,0.2884999355185209,969.6931229884807,1011.9374259709622,980.9961661970713,1043.4193000799505
115773,115773,0,30,0,169,home,0.51-0.26-0.22,0.53-0.26-0.21,27,0,0.4526130653266332,0.13320187663009406,980.5851706536096,921.334266626219,1007.6835345422631,938.2444960852907
115875,115875,0,28,0,171,home,0.69-0.19-0.12,0.68-0.20-0.13,27,0,0.4526130653266332,0.05958923057795554,980.203037029798,799.7028271008772,1015.7103416410632,841.4457598796673
116575,116575,0,12,0,187,home,0.41-0.29-0.30,0.54-0.26-0.20,27,0,0.4526130653266332,0.12607611291291687,1008.8700835157753,1017.2535055887654,1020.783843483315,943.4152516180952
116663,116663,0,10,0,189,away,0.22-0.27-0.51,0.37-0.29-0.34,27,0,0.4526130653266332,0.2872356432473425,1008.291698443844,1165.343795129911,1028.555586582853,1067.0303195415095
116751,116751,0,8,0,191,home,0.55-0.25-0.20,0.55-0.25-0.20,27,0,0.4526130653266332,0.12112394735668094,1008.8687214082203,923.1677045596547,1002.9757126815056,919.9148429773453
116998,116998,0,2,0,197,home,0.58-0.24-0.18,0.56-0.25-0.19,27,0,0.4526130653266332,0.11325014179350686,1002.489478745528,900.8633933999347,1001.3552944639923,908.9025824561301
117096,117096,0,100,0,199,away,0.24-0.27-0.49,0.23-0.27-0.51,27,0,0.4526130653266332,0.14672781204901478,1003.8553352473746,1147.389317984543,988.1252193990866,1143.2580385271565
117714,117714,0,114,0,213,away,0.53-0.26-0.21,0.56-0.25-0.19,27,0,0.4526130653266332,0.4800205710732906,1010.5696498946,941.1329668927627,990.5408225071624,902.7057266047816
117898,117898,0,118,0,217,home,0.35-0.29-0.35,0.31-0.29-0.41,27,0,0.4526130653266332,0.3236516455202169,1015.3121498554956,1064.969461922538,991.5813502706244,1078.3839264454248
118570,118570,0,132,0,231,away,0.15-0.22-0.62,0.30-0.29-0.42,27,0,0.4526130653266332,0.21314342883457849,995.0229278386548,1229.9288312666554,1032.4320402983867,1127.158008442368
119017,119017,0,142,0,241,home,0.59-0.24-0.18,0.59-0.24-0.17,27,0,0.4526130653266332,0.0985903297572088,985.2392582113147,877.7571825254922,1031.200834451627,919.9504017462109
119103,119103,0,144,0,243,draw,0.37-0.29-0.34,0.51-0.27-0.23,27,0,0.4526130653266332,0.1542137282553082,985.6264327959344,1022.4401658717227,1025.8465430113524,971.1202144625998
119190,119190,0,146,0,245,away,0.36-0.29-0.35,0.33-0.29-0.38,27,0,0.4526130653266332,0.2490513739886347,986.463545674025,1035.0007015973551,1033.1163752233515,1099.5754622941265
119271,119271,0,148,0,247,draw,0.67-0.20-0.13,0.77-0.15-0.08,27,0,0.4526130653266332,0.3004120273287275,994.0737240315027,824.1050072277478,1023.2222256361847,771.1251026086961
119360,119360,0,150,0,249,draw,0.55-0.25-0.20,0.50-0.27-0.23,27,0,0.4526130653266332,0.15144059078551722,990.5183781624708,909.4006575116628,1013.1995409940922,963.8970853524768
119461,119461,0,152,0,251,draw,0.14-0.21-0.65,0.14-0.21-0.64,27,0,0.4526130653266332,0.21811357477479895,988.5340882145366,1244.4278015791406,1008.3951383435652,1257.9051895014868
119738,119738,0,158,0,257,draw,0.34-0.29-0.37,0.42-0.29-0.29,27,0,0.4526130653266332,0.1312102004756131,976.8554621120744,1039.597407476956,1025.9124030084722,1030.2556245188962
119833,119833,0,160,0,259,home,0.51-0.27-0.23,0.57-0.25-0.19,27,0,0.4526130653266332,0.11225839243902813,987.2751763192452,931.7904260272827,1004.0986524095348,910.4308931287139
120112,120112,0,166,0,265,draw,0.44-0.28-0.28,0.58-0.24-0.18,27,0,0.4526130653266332,0.1848384860001356,1004.8319354130264,994.2559006409807,1025.7770794131447,921.1010338176656
120211,120211,0,168,0,267,draw,0.45-0.28-0.27,0.49-0.27-0.24,27,0,0.4526130653266332,0.14923687846201314,1000.4067829625787,986.3923268176227,996.6992591906256,951.8897132728791
120389,120389,0,172,0,271,home,0.30-0.29-0.41,0.35-0.29-0.36,27,0,0.4526130653266332,0.2732303525255516,1006.113778656181,1098.2510118192342,992.0480194404356,1043.5132336913566
120584,120584,0,176,0,275,draw,0.51-0.27-0.22,0.64-0.22-0.15,27,0,0.4526130653266332,0.21255385581893854,1005.70066222151,949.3808742274524,1017.6406585557007,875.2856283058063
120686,120686,0,178,0,277,draw,0.32-0.29-0.39,0.34-0.29-0.37,27,0,0.4526130653266332,0.12605181022373702,1011.8026436261213,1088.2254882202917,1022.6091528448927,1086.0326120400052
120785,120785,0,180,0,279,home,0.51-0.27-0.23,0.39-0.29-0.32,27,0,0.4526130653266332,0.2352770936781979,1009.5383615989298,955.2938131097467,1012.8206507598932,1035.7800477539377
121165,121165,0,188,0,287,draw,0.25-0.27-0.48,0.25-0.28-0.47,27,0,0.4526130653266332,0.14236007293476896,1005.7043919090738,1140.450230391206,1023.3379631123756,1152.7585984398406
121517,121517,0,196,0,295,away,0.10-0.16-0.74,0.14-0.21-0.66,27,0,0.4526130653266332,0.06846044457216938,997.474904515319,1321.0516403205902,1025.1622946813156,1282.7666350693175
121770,121770,0,97,0,301,away,0.19-0.25-0.57,0.33-0.29-0.38,27,0,0.4526130653266332,0.2455552396407473,994.3774596269606,1188.4887724910518,1034.3175208445207,1103.434654709351
122224,122224,0,87,0,311,home,0.44-0.28-0.27,0.50-0.27-0.23,27,0,0.4526130653266332,0.15080679267471347,1000.1705222445182,988.0524604983293,994.2725173430877,943.2839791175804
122405,122405,0,83,0,315,home,0.47-0.28-0.25,0.55-0.25-0.20,27,0,0.4526130653266332,0.12339777433025365,1004.8996127139699,972.2262031374228,1022.6715256365063,942.2437620781723
122592,122592,0,79,0,319,away,0.13-0.20-0.66,0.28-0.28-0.43,27,0,0.4526130653266332,0.1997513931583843,1000.949628096648,1264.8009543117128,1057.686932118273,1163.594421943165
122689,122689,0,77,0,321,draw,0.52-0.26-0.22,0.39-0.29-0.32,27,0,0.4526130653266332,0.1277020101761926,996.7699167129293,933.3291476043393,1045.1917350792114,1067.1541390496436
122885,122885,0,73,0,325,away,0.33-0.29-0.38,0.43-0.28-0.28,27,0,0.4526130653266332,0.3499510136272147,1005.6893237981723,1074.8492991667235,1036.1727715901973,1031.7368384148692
122981,122981,0,71,0,327,away,0.32-0.29-0.39,0.39-0.29-0.32,27,0,0.4526130653266332,0.30266234582855045,999.9594947029148,1075.5786075746232,1019.4550191641928,1047.0803390612753
123068,123068,0,69,0,329,away,0.29-0.29-0.42,0.28-0.28-0.43,27,0,0.4526130653266332,0.20138123165933916,999.6921082904724,1096.830145458972,1000.3107050651632,1104.8356629498144
123326,123326,0,63,0,335,home,0.51-0.27-0.23,0.41-0.29-0.30,27,0,0.4526130653266332,0.2213322502108721,1002.7371376203167,949.334662782744,983.79021083578,995.7144576639624
123498,123498,0,59,0,339,draw,0.77-0.15-0.08,0.65-0.21-0.14,27,0,0.4526130653266332,0.2233661277273476,1009.5539569974184,754.265832668005,977.8513927070405,821.6609242796352
123778,123778,0,53,0,345,home,0.39-0.29-0.32,0.35-0.29-0.36,27,0,0.4526130653266332,0.2775776087030822,992.490380936779,1019.0184761675937,990.4135598649327,1045.0245416941023
123945,123945,0,49,0,349,draw,0.56-0.25-0.19,0.62-0.22-0.16,27,0,0.4526130653266332,0.204586888451745,1002.861764139638,915.1271507093061,1002.9287933094192,871.0129388495918
124039,124039,0,47,0,351,home,0.18-0.24-0.57,0.21-0.26-0.53,27,0,0.4526130653266332,0.448284132281361,1004.5399231950121,1202.3963548232325,995.5836204995787,1163.3358109557487
124297,124297,0,41,0,357,home,0.70-0.19-0.12,0.72-0.18-0.11,27,0,0.4526130653266332,0.046054486932235884,1001.8223464058076,812.4012877020207,1027.2884842283297,823.2494605638003
124563,124563,0,35,0,363,draw,0.48-0.27-0.25,0.50-0.27-0.23,27,0,0.4526130653266332,0.1503168502617898,1007.5736817513181,971.8409831293538,1031.6932200322372,984.6599487133203
124992,124992,0,25,0,373,draw,0.42-0.29-0.30,0.42-0.29-0.30,27,0,0.4526130653266332,0.13089079236242976,1005.063378254554,1012.0636022575383,1040.799625698706,1046.4629844864498
125086,125086,0,23,0,375,away,0.41-0.29-0.30,0.34-0.29-0.37,27,0,0.4526130653266332,0.2522967826894765,1003.0248674461992,1010.5816981290525,1046.6950658175817,1110.7027105011234
125178,125178,0,21,0,377,home,0.47-0.28-0.25,0.51-0.27-0.23,27,0,0.4526130653266332,0.14682843258740888,1011.6860006704128,982.854343498834,1032.5741033745483,977.5444038160416
125436,125436,0,15,0,383,away,0.20-0.26-0.54,0.44-0.28-0.28,27,0,0.4526130653266332,0.3584745848384462,1000.6116449838366,1176.5495359789948,1072.920303227504,1062.857150162814
125525,125525,0,13,0,385,away,0.34-0.29-0.37,0.56-0.25-0.19,27,0,0.4526130653266332,0.4881371825557692,1000.7254940094897,1061.9535933784925,1067.0961720268886,974.1194106940687
125703,125703,0,9,0,389,draw,0.42-0.29-0.29,0.46-0.28-0.26,27,0,0.4526130653266332,0.13954221408325712,990.0432400221057,994.1401478040464,1031.6273342410177,1009.3351825802404
125794,125794,0,7,0,391,draw,0.26-0.28-0.47,0.39-0.29-0.32,27,0,0.4526130653266332,0.12723500308570326,975.3399458425597,1103.9377512401966,1027.763656821938,1052.9781777077246
125952,125952,0,3,0,395,away,0.51-0.27-0.22,0.58-0.24-0.18,27,0,0.4526130653266332,0.5072718657606441,969.7948671328586,912.2011523749866,1017.9444277153,912.8153982843253
126044,126044,0,1,0,397,home,0.69-0.19-0.12,0.79-0.14-0.07,27,0,0.4526130653266332,0.0252838867479146,969.9794827838167,789.5244473782251,997.8624731102541,729.0542567451013
126412,126412,0,107,0,7,draw,0.48-0.27-0.24,0.42-0.29-0.30,29,0,0.4526130653266332,0.13087571320767774,928.8940309918147,891.2758531745094,1008.9954972215504,1014.722119310636
126581,126581,0,111,0,11,draw,0.16-0.23-0.61,0.43-0.28-0.28,29,0,0.4526130653266332,0.13400601533245976,924.6271876652164,1149.4061370578593,1005.9421179288566,1000.0
126749,126749,0,115,0,15,home,0.24-0.27-0.49,0.39-0.29-0.32,29,0,0.4526130653266332,0.2352127466003776,921.3762254555894,1067.9171494604254,1005.6608365896043,1028.570091760486
126843,126843,0,117,0,17,draw,0.21-0.26-0.54,0.41-0.29-0.30,29,0,0.4526130653266332,0.13046054473922591,926.3159572546659,1100.1810798406948,1017.7994068285764,1025.3035952105138
127026,127026,0,121,0,21,home,0.45-0.28-0.27,0.47-0.28-0.26,29,0,0.4526130653266332,0.1760105454953636,912.4382710249513,893.193854986246,1035.0029485669115,1008.1757355919788
127124,127124,0,123,0,23,away,0.38-0.29-0.33,0.56-0.25-0.19,29,0,0.4526130653266332,0.4820089056196638,896.9985498272373,928.425097528744,1045.1799643134634,956.0858095436357
127309,127309,0,127,0,27,away,0.06-0.11-0.83,0.38-0.29-0.33,29,0,0.4526130653266332,0.29287356771803763,922.8672946450816,1332.3889055835655,1024.1319520442278,1058.615132307466
127503,127503,0,131,0,31,away,0.17-0.23-0.60,0.40-0.29-0.31,29,0,0.4526130653266332,0.3165132949758048,916.3222628189113,1136.1578605652553,1008.6057117622096,1026.6707004380698
127598,127598,0,133,0,33,draw,0.17-0.24-0.59,0.41-0.29-0.31,29,0,0.4526130653266332,0.12932377193103534,922.8504887945883,1135.536162834797,981.6349469716284,994.4248464296434
127697,127697,0,135,0,35,away,0.29-0.29-0.42,0.42-0.29-0.30,29,0,0.4526130653266332,0.33286521895329035,917.5908686145993,1013.638462704762,978.8644495467801,985.8335229527278
127860,127860,0,139,0,39,away,0.22-0.26-0.51,0.30-0.29-0.41,29,0,0.4526130653266332,0.2175372637262376,926.2335690359979,1086.1967233240705,964.2823440661557,1055.4234565507063
127952,127952,0,141,0,41,away,0.21-0.26-0.53,0.28-0.28-0.44,29,0,0.4526130653266332,0.19737203116547772,925.4631902431469,1094.4363097143596,966.119444246289,1074.0566797482973
128117,128117,0,145,0,45,draw,0.36-0.29-0.35,0.38-0.29-0.33,29,0,0.4526130653266332,0.1263557010911167,934.594076771626,980.9760611069316,935.2941236179707,968.21955742852
128220,128220,0,147,0,47,home,0.27-0.28-0.44,0.23-0.27-0.51,29,0,0.4526130653266332,0.42678706230366537,925.6554779954756,1037.766214348515,925.2182969768021,1079.3359080269172
128411,128411,0,151,0,51,away,0.21-0.26-0.53,0.28-0.28-0.44,29,0,0.4526130653266332,0.1951908797057007,938.7213089399893,1109.0752577557557,963.1552518776808,1072.9653233401448
128511,128511,0,153,0,53,away,0.06-0.12-0.81,0.18-0.24-0.57,29,0,0.4526130653266332,0.1089790244410557,945.6893993069524,1340.493888730302,949.8963120378353,1147.6366409220086
128606,128606,0,155,0,55,draw,0.37-0.29-0.34,0.40-0.29-0.31,29,0,0.4526130653266332,0.1286267460621851,946.3788439927499,984.9598600926784,940.1302811718167,956.5594900927014
128878,128878,0,161,0,61,away,0.29-0.28-0.43,0.34-0.29-0.37,29,0,0.4526130653266332,0.26051275514987465,928.3725907297484,1031.0860649465226,929.1610462801643,987.0283403173668
128984,128984,0,163,0,63,away,0.42-0.29-0.30,0.39-0.29-0.32,29,0,0.4526130653266332,0.30271988744778233,922.3628294285287,927.3160859629984,906.2069686684883,933.7922347538932
129535,129535,0,175,0,75,away,0.52-0.26-0.22,0.44-0.28-0.28,29,0,0.4526130653266332,0.3557968870708532,909.2055916551437,847.1859997006308,913.7118473568137,905.4123847488519
129628,129628,0,177,0,77,home,0.63-0.22-0.15,0.42-0.29-0.29,29,0,0.4526130653266332,0.2116425417352462,913.3605035429463,774.7472918056629,918.0330622539424,922.0734537320474
129725,129725,0,179,0,79,draw,0.27-0.28-0.45,0.40-0.29-0.31,29,0,0.4526130653266332,0.1280401874558949,911.0553742698497,1024.9333424234892,939.6534147736631,959.476297253192
129818,129818,0,181,0,81,home,0.49-0.27-0.24,0.55-0.25-0.20,29,0,0.4526130653266332,0.1188237135404374,915.6584276192436,872.4027338008107,932.7568016929782,846.9972956085968
129918,129918,0,183,0,83,home,0.19-0.25-0.56,0.20-0.25-0.55,29,0,0.4526130653266332,0.4769892962442393,917.8300422274041,1106.9774197239094,940.8200567439453,1126.7361827234406
130095,130095,0,187,0,87,away,0.36-0.29-0.35,0.47-0.28-0.25,29,0,0.4526130653266332,0.3930656940107868,904.0548838101648,950.7215833336712,959.6083700950387,927.0485237243722
130367,130367,0,193,0,93,away,0.29-0.29-0.43,0.23-0.27-0.51,29,0,0.4526130653266332,0.1474732622259805,912.2281549255824,1012.5806699352856,934.2031029752536,1088.5730405803129
130556,130556,0,197,0,97,home,0.31-0.29-0.41,0.31-0.29-0.40,29,0,0.4526130653266332,0.31308733531557786,917.224025086088,1003.4544069973932,922.760333202904,1002.3453174819192
130832,130832,0,96,0,103,draw,0.15-0.22-0.62,0.16-0.23-0.61,29,0,0.4526130653266332,0.19774720479241464,919.8604609527107,1154.4478104324921,946.8540541749684,1169.590154140453
131002,131002,0,92,0,107,away,0.21-0.26-0.53,0.26-0.28-0.46,29,0,0.4526130653266332,0.17908460972378526,918.5736782816267,1088.0110514260232,971.624870596178,1095.6538119078966
131174,131174,0,88,0,111,draw,0.29-0.29-0.42,0.40-0.29-0.31,29,0,0.4526130653266332,0.1288490628492444,922.254457045848,1021.6271508384967,958.9526163791957,974.1805398548404
131624,131624,0,78,0,121,draw,0.44-0.28-0.28,0.31-0.29-0.40,29,0,0.4526130653266332,0.12883469450955698,918.9292524797467,911.2047261963237,951.3076178305364,1036.0032878843429
131717,131717,0,76,0,123,home,0.74-0.17-0.10,0.65-0.21-0.14,29,0,0.4526130653266332,0.06958185465026875,916.1767433576654,695.3069621490814,951.5035766594154,795.8815417676524
132364,132364,0,62,0,137,away,0.15-0.22-0.63,0.23-0.27-0.51,29,0,0.4526130653266332,0.14608497966042436,960.1268469955203,1196.7078885493015,950.37277131414,1106.16547177663
132613,132613,0,56,0,143,draw,0.38-0.29-0.33,0.40-0.29-0.31,29,0,0.4526130653266332,0.12872064837891378,965.2000395075336,997.6736720096503,932.3828424099812,948.2995872006712
132717,132717,0,54,0,145,draw,0.38-0.29-0.33,0.21-0.26-0.53,29,0,0.4526130653266332,0.16355117340512146,978.7386416302584,1010.0659794713957,929.7382909451222,1101.2748446413307
132804,132804,0,52,0,147,home,0.30-0.29-0.42,0.29-0.29-0.43,29,0,0.4526130653266332,0.3430145219037746,974.0284353529852,1066.8505369999175,933.4725061849016,1033.2994694023064
132902,132902,0,50,0,149,away,0.23-0.27-0.51,0.24-0.27-0.49,29,0,0.4526130653266332,0.1575217476441469,978.2181450524913,1132.1810901347665,969.6274135760893,1113.9468313694458
132992,132992,0,48,0,151,away,0.67-0.20-0.13,0.58-0.24-0.18,29,0,0.4526130653266332,0.505731581749598,979.3225775202293,813.0253716461099,957.7814921032492,853.6327989326802
133167,133167,0,44,0,155,home,0.44-0.28-0.28,0.40-0.29-0.31,29,0,0.4526130653266332,0.2319990384732757,977.382116101768,968.6985777384191,957.5722295070468,977.9683674237526
133606,133606,0,34,0,165,home,0.37-0.29-0.34,0.34-0.29-0.37,29,0,0.4526130653266332,0.2870038501281377,969.6931229884807,1011.9374259709622,983.4501570859693,1044.8106339244152
133787,133787,0,30,0,169,home,0.51-0.26-0.22,0.53-0.26-0.21,29,0,0.4526130653266332,0.12991499659674305,980.5851706536096,921.334266626219,1011.7921559450853,938.7320313840283
133889,133889,0,28,0,171,home,0.69-0.19-0.12,0.69-0.19-0.12,29,0,0.4526130653266332,0.055522725977169576,980.203037029798,799.7028271008772,1020.2877932592677,837.7138617647564
134589,134589,0,12,0,187,home,0.41-0.29-0.30,0.56-0.25-0.19,29,0,0.4526130653266332,0.1169603930883377,1008.8700835157753,1017.2535055887654,1025.5285873094438,937.5563289696048
