,Unnamed: 0,HomeTeam,AwayTeam,Season,Round,Result,TrueForecast,CalculatedForecast,ELO_Rating_K,Variance,Density,RPS,HomeRating,AwayRating,Home_elo_rating,Away_elo_rating
247868,247868,0,97,0,301,away,0.19-0.25-0.57,0.31-0.29-0.40,41,0,0.4526130653266332,0.22538576717166064,994.3774596269606,1188.4887724910518,1044.661409742155,1129.4933438268633
248322,248322,0,87,0,311,home,0.44-0.28-0.27,0.50-0.27-0.23,41,0,0.4526130653266332,0.15314687985037434,1000.1705222445182,988.0524604983293,985.1000093333687,936.4566274814883
248503,248503,0,83,0,315,home,0.47-0.28-0.25,0.58-0.24-0.18,41,0,0.4526130653266332,0.10263857956586292,1004.8996127139699,972.2262031374228,1029.364841475198,923.495750322292
248690,248690,0,79,0,319,away,0.13-0.20-0.66,0.31-0.29-0.40,41,0,0.4526130653266332,0.2249535624354484,1000.949628096648,1264.8009543117128,1079.1132078126268,1164.2895555845116
248787,248787,0,77,0,321,draw,0.52-0.26-0.22,0.43-0.29-0.29,41,0,0.4526130653266332,0.13229346075594572,996.7699167129293,933.3291476043393,1058.9186091097624,1059.0353250544554
248983,248983,0,73,0,325,away,0.33-0.29-0.38,0.38-0.29-0.33,41,0,0.4526130653266332,0.30077265854321866,1005.6893237981723,1074.8492991667235,1042.4682278432206,1071.4105695116257
249079,249079,0,71,0,327,away,0.32-0.29-0.39,0.39-0.29-0.32,41,0,0.4526130653266332,0.31054641612765743,999.9594947029148,1075.5786075746232,1018.9771358238983,1041.1411598274306
249166,249166,0,69,0,329,away,0.29-0.29-0.42,0.29-0.28-0.43,41,0,0.4526130653266332,0.20444513132929396,999.6921082904724,1096.830145458972,990.7637602281669,1092.7065145916238
249424,249424,0,63,0,335,home,0.51-0.27-0.23,0.37-0.29-0.34,41,0,0.4526130653266332,0.2563314441272502,1002.7371376203167,949.334662782744,966.5077441591068,1005.5269678342416
249596,249596,0,59,0,339,draw,0.77-0.15-0.08,0.65-0.21-0.14,41,0,0.4526130653266332,0.2189368026902536,1009.5539569974184,754.265832668005,958.8476136860123,808.2858327658435
249876,249876,0,53,0,345,home,0.39-0.29-0.32,0.35-0.29-0.36,41,0,0.4526130653266332,0.2727517289924337,992.490380936779,1019.0184761675937,979.3705616428052,1030.4881042882955
250043,250043,0,49,0,349,draw,0.56-0.25-0.19,0.65-0.21-0.14,41,0,0.4526130653266332,0.2207033507842977,1002.861764139638,915.1271507093061,998.1703033853764,845.357740419088
250137,250137,0,47,0,351,home,0.18-0.24-0.57,0.17-0.24-0.59,41,0,0.4526130653266332,0.5163021415181123,1004.5399231950121,1202.3963548232325,986.1770234998114,1197.0629397885584
250395,250395,0,41,0,357,home,0.70-0.19-0.12,0.75-0.16-0.09,41,0,0.4526130653266332,0.034174438612794615,1001.8223464058076,812.4012877020207,1035.9839451390965,799.0345437853772
250661,250661,0,35,0,363,draw,0.48-0.27-0.25,0.50-0.27-0.23,41,0,0.4526130653266332,0.1526411071194152,1007.5736817513181,971.8409831293538,1041.6785949231437,989.9987763151911
251090,251090,0,25,0,373,draw,0.42-0.29-0.30,0.43-0.28-0.28,41,0,0.4526130653266332,0.13384569304431138,1005.063378254554,1012.0636022575383,1054.7597027362274,1049.3579902789875
251184,251184,0,23,0,375,away,0.41-0.29-0.30,0.34-0.29-0.37,41,0,0.4526130653266332,0.2525506886721572,1003.0248674461992,1010.5816981290525,1061.6971327322644,1125.5136225966228
251276,251276,0,21,0,377,home,0.47-0.28-0.25,0.54-0.26-0.21,41,0,0.4526130653266332,0.12914019766739895,1011.6860006704128,982.854343498834,1040.242935062507,966.3202577137732
251534,251534,0,15,0,383,away,0.20-0.26-0.54,0.49-0.27-0.24,41,0,0.4526130653266332,0.4080802540628729,1000.6116449838366,1176.5495359789948,1098.3849002243244,1056.192178365954
251623,251623,0,13,0,385,away,0.34-0.29-0.37,0.58-0.24-0.18,41,0,0.4526130653266332,0.5083460367473005,1000.7254940094897,1061.9535933784925,1086.0229306235428,980.2099683963387
251801,251801,0,9,0,389,draw,0.42-0.29-0.29,0.47-0.28-0.25,41,0,0.4526130653266332,0.14206366652728558,990.0432400221057,994.1401478040464,1032.3178921347524,1003.6196381494827
251892,251892,0,7,0,391,draw,0.26-0.28-0.47,0.37-0.29-0.33,41,0,0.4526130653266332,0.12614846063361304,975.3399458425597,1103.9377512401966,1026.1056634215374,1061.4225913576454
252050,252050,0,3,0,395,away,0.51-0.27-0.22,0.56-0.25-0.19,41,0,0.4526130653266332,0.4830423616979146,969.7948671328586,912.2011523749866,1011.6743930267387,921.9257135282744
252142,252142,0,1,0,397,home,0.69-0.19-0.12,0.80-0.13-0.07,41,0,0.4526130653266332,0.02195075900252743,969.9794827838167,789.5244473782251,981.8861408886046,698.5299790822438
252510,252510,0,107,0,7,draw,0.48-0.27-0.24,0.41-0.29-0.30,43,0,0.4526130653266332,0.1303013383338737,928.8940309918147,891.2758531745094,1012.8546329087712,1021.059890214183
252679,252679,0,111,0,11,draw,0.16-0.23-0.61,0.44-0.28-0.28,43,0,0.4526130653266332,0.13477674781536236,924.6271876652164,1149.4061370578593,1008.4740078625714,1000.0
252847,252847,0,115,0,15,home,0.24-0.27-0.49,0.37-0.29-0.34,43,0,0.4526130653266332,0.252397741756028,921.3762254555894,1067.9171494604254,1007.9295742148275,1043.9979481582243
252941,252941,0,117,0,17,draw,0.21-0.26-0.54,0.41-0.29-0.30,43,0,0.4526130653266332,0.1301921748819745,926.3159572546659,1100.1810798406948,1026.7253949835485,1035.4180272360557
253124,253124,0,121,0,21,home,0.45-0.28-0.27,0.49-0.27-0.24,43,0,0.4526130653266332,0.16118102737403675,912.4382710249513,893.193854986246,1051.2705526425323,1010.5100797191964
253222,253222,0,123,0,23,away,0.38-0.29-0.33,0.61-0.23-0.16,43,0,0.4526130653266332,0.5377257316531685,896.9985498272373,928.425097528744,1065.5847241221534,940.9607864131088
253407,253407,0,127,0,27,away,0.06-0.11-0.83,0.36-0.29-0.35,43,0,0.4526130653266332,0.27314987802860424,922.8672946450816,1332.3889055835655,1032.7081358182124,1081.3013594595295
253601,253601,0,131,0,31,away,0.17-0.23-0.60,0.38-0.29-0.33,43,0,0.4526130653266332,0.2958511597974952,916.3222628189113,1136.1578605652553,1007.7108309378578,1040.0984900985927
253696,253696,0,133,0,33,draw,0.17-0.24-0.59,0.38-0.29-0.33,43,0,0.4526130653266332,0.12672483675560636,922.8504887945883,1135.536162834797,969.2353062963537,998.5728027821318
253795,253795,0,135,0,35,away,0.29-0.29-0.42,0.40-0.29-0.31,43,0,0.4526130653266332,0.3142526035102816,917.5908686145993,1013.638462704762,966.1222436964284,985.7369044757327
253958,253958,0,139,0,39,away,0.22-0.26-0.51,0.25-0.28-0.47,43,0,0.4526130653266332,0.17384933344291476,926.2335690359979,1086.1967233240705,945.8654162624443,1074.6775172547184
254050,254050,0,141,0,41,away,0.21-0.26-0.53,0.24-0.27-0.49,43,0,0.4526130653266332,0.15833479487388072,925.4631902431469,1094.4363097143596,950.4435347931641,1093.9677536550837
254215,254215,0,145,0,45,draw,0.36-0.29-0.35,0.36-0.29-0.35,43,0,0.4526130653266332,0.12559576493576896,934.594076771626,980.9760611069316,908.8171441577356,955.1729994313756
254318,254318,0,147,0,47,home,0.27-0.28-0.44,0.17-0.23-0.60,43,0,0.4526130653266332,0.5300995420546031,925.6554779954756,1037.766214348515,896.5347453425459,1116.2535486478075
254509,254509,0,151,0,51,away,0.21-0.26-0.53,0.24-0.27-0.49,43,0,0.4526130653266332,0.16117467740092892,938.7213089399893,1109.0752577557557,957.5762575584268,1098.3428623253124
254609,254609,0,153,0,53,away,0.06-0.12-0.81,0.15-0.22-0.64,43,0,0.4526130653266332,0.07700360298789699,945.6893993069524,1340.493888730302,939.7987351929488,1182.893999100026
254704,254704,0,155,0,55,draw,0.37-0.29-0.34,0.40-0.29-0.31,43,0,0.4526130653266332,0.12809775458848713,946.3788439927499,984.9598600926784,927.7100449923616,947.1834418986368
254976,254976,0,161,0,61,away,0.29-0.28-0.43,0.33-0.29-0.38,43,0,0.4526130653266332,0.2448889513361501,928.3725907297484,1031.0860649465226,910.0278151721292,979.6535895568798
255082,255082,0,163,0,63,away,0.42-0.29-0.30,0.36-0.29-0.35,43,0,0.4526130653266332,0.27898733656675295,922.3628294285287,927.3160859629984,878.2170230804365,922.5905141421733
255633,255633,0,175,0,75,away,0.52-0.26-0.22,0.44-0.28-0.28,43,0,0.4526130653266332,0.356806807833126,909.2055916551437,847.1859997006308,894.4854414113944,885.5203538528386
255726,255726,0,177,0,77,home,0.63-0.22-0.15,0.41-0.29-0.31,43,0,0.4526130653266332,0.22331621288446704,913.3605035429463,774.7472918056629,902.1574280235443,915.6731809621359
255823,255823,0,179,0,79,draw,0.27-0.28-0.45,0.41-0.29-0.30,43,0,0.4526130653266332,0.12957000340814956,911.0553742698497,1024.9333424234892,935.8561003558613,947.4409720641175
255916,255916,0,181,0,81,home,0.49-0.27-0.24,0.60-0.23-0.17,43,0,0.4526130653266332,0.09460680886593864,915.6584276192436,872.4027338008107,926.1493757489333,809.4439221487044
256016,256016,0,183,0,83,home,0.19-0.25-0.56,0.16-0.23-0.61,43,0,0.4526130653266332,0.5408622642487452,917.8300422274041,1106.9774197239094,936.6298433218897,1163.2765806348807
256193,256193,0,187,0,87,away,0.36-0.29-0.35,0.51-0.27-0.23,43,0,0.4526130653266332,0.42666547771323055,904.0548838101648,950.7215833336712,966.7015492437888,912.661227017743
256465,256465,0,193,0,93,away,0.29-0.29-0.43,0.21-0.26-0.53,43,0,0.4526130653266332,0.13287257581505293,912.2281549255824,1012.5806699352856,928.6274606966896,1098.426558068574
256654,256654,0,197,0,97,home,0.31-0.29-0.41,0.29-0.29-0.42,43,0,0.4526130653266332,0.34032004509001096,917.224025086088,1003.4544069973932,912.5638855361194,1010.5928727895096
256930,256930,0,96,0,103,draw,0.15-0.22-0.62,0.14-0.21-0.64,43,0,0.4526130653266332,0.21794875996898144,919.8604609527107,1154.4478104324921,949.1566267692696,1198.4558913676026
257100,257100,0,92,0,107,away,0.21-0.26-0.53,0.25-0.27-0.48,43,0,0.4526130653266332,0.1679994761225852,918.5736782816267,1088.0110514260232,988.0102477913854,1122.2709984786086
257272,257272,0,88,0,111,draw,0.29-0.29-0.42,0.41-0.29-0.30,43,0,0.4526130653266332,0.13024583260715022,922.254457045848,1021.6271508384967,969.8409745981102,978.2933509146524
257722,257722,0,78,0,121,draw,0.44-0.28-0.28,0.31-0.29-0.40,43,0,0.4526130653266332,0.12873224222993274,918.9292524797467,911.2047261963237,954.4402965681842,1038.5863010663916
257815,257815,0,76,0,123,home,0.74-0.17-0.10,0.68-0.20-0.12,43,0,0.4526130653266332,0.058776354176915915,916.1767433576654,695.3069621490814,954.6968473347767,778.8086594703096
258462,258462,0,62,0,137,away,0.15-0.22-0.63,0.24-0.27-0.49,43,0,0.4526130653266332,0.15708757457244604,960.1268469955203,1196.7078885493015,953.3002880866768,1098.0454063284567
258711,258711,0,56,0,143,draw,0.38-0.29-0.33,0.37-0.29-0.34,43,0,0.4526130653266332,0.12578424811983108,965.2000395075336,997.6736720096503,925.9510692045276,966.8827126537673
258815,258815,0,54,0,145,draw,0.38-0.29-0.33,0.19-0.25-0.56,43,0,0.4526130653266332,0.17540821689304287,978.7386416302584,1010.0659794713957,923.5435807852664,1114.1948228413057
258902,258902,0,52,0,147,home,0.30-0.29-0.42,0.30-0.29-0.42,43,0,0.4526130653266332,0.3352939329280156,974.0284353529852,1066.8505369999175,930.1684138507356,1024.8315700575986
259000,259000,0,50,0,149,away,0.23-0.27-0.51,0.20-0.26-0.54,43,0,0.4526130653266332,0.12668571657441113,978.2181450524913,1132.1810901347665,983.6801608425287,1160.3586831240664
259090,259090,0,48,0,151,away,0.67-0.20-0.13,0.63-0.22-0.15,43,0,0.4526130653266332,0.5547174379037585,979.3225775202293,813.0253716461099,968.0130426973133,832.3885883314769
259265,259265,0,44,0,155,home,0.44-0.28-0.28,0.39-0.29-0.32,43,0,0.4526130653266332,0.23660259716912324,977.382116101768,968.6985777384191,964.3654740495683,988.356228841056
259704,259704,0,34,0,165,home,0.37-0.29-0.34,0.35-0.29-0.36,43,0,0.4526130653266332,0.27539396377813113,969.6931229884807,1011.9374259709622,1001.3033250207816,1054.3368717475225
259885,259885,0,30,0,169,home,0.51-0.26-0.22,0.57-0.25-0.19,43,0,0.4526130653266332,0.111499544128853,980.5851706536096,921.334266626219,1040.2860680343904,945.6834784665464
259987,259987,0,28,0,171,home,0.69-0.19-0.12,0.75-0.16-0.09,43,0,0.4526130653266332,0.035157129540799664,980.203037029798,799.7028271008772,1051.8075395104718,817.9222331626372
260687,260687,0,12,0,187,home,0.41-0.29-0.30,0.65-0.21-0.14,43,0,0.4526130653266332,0.06939341931372818,1008.8700835157753,1017.2535055887654,1057.8712684925506,901.9178979649196
260775,260775,0,10,0,189,away,0.22-0.27-0.51,0.45-0.28-0.27,43,0,0.4526130653266332,0.3676968121298252,1008.291698443844,1165.343795129911,1066.6657904574545,1050.5552976944887
260863,260863,0,8,0,191,home,0.55-0.25-0.20,0.60-0.23-0.17,43,0,0.4526130653266332,0.09284437313976136,1008.8687214082203,923.1677045596547,1020.5043261760131,901.3313970127773
261110,261110,0,2,0,197,home,0.58-0.24-0.18,0.60-0.23-0.17,43,0,0.4526130653266332,0.09412148793098893,1002.489478745528,900.8633933999347,1016.2765315062544,898.8950182893523
261208,261208,0,100,0,199,away,0.24-0.27-0.49,0.22-0.26-0.52,43,0,0.4526130653266332,0.13908717445898014,1003.8553352473746,1147.389317984543,991.8141712432576,1154.9159616995605
261826,261826,0,114,0,213,away,0.53-0.26-0.21,0.55-0.25-0.20,43,0,0.4526130653266332,0.4762074019221858,1010.5696498946,941.1329668927627,994.5932125718912,909.171984250328
262010,262010,0,118,0,217,home,0.35-0.29-0.35,0.34-0.29-0.37,43,0,0.4526130653266332,0.28816706785063184,1015.3121498554956,1064.969461922538,997.7545816128488,1059.9414792757714
262682,262682,0,132,0,231,away,0.15-0.22-0.62,0.32-0.29-0.39,43,0,0.4526130653266332,0.2332350460776525,995.0229278386548,1229.9288312666554,1057.2068890885937,1135.8421230629453
263129,263129,0,142,0,241,home,0.59-0.24-0.18,0.67-0.20-0.13,43,0,0.4526130653266332,0.06352851825130656,985.2392582113147,877.7571825254922,1053.956853461024,887.3179959332927
263215,263215,0,144,0,243,draw,0.37-0.29-0.34,0.55-0.25-0.20,43,0,0.4526130653266332,0.16901655571835056,985.6264327959344,1022.4401658717227,1040.2262882543994,959.6312792459396
263302,263302,0,146,0,245,away,0.36-0.29-0.35,0.33-0.29-0.38,43,0,0.4526130653266332,0.2488454941255484,986.463545674025,1035.0007015973551,1049.109558406198,1115.7246719462437
263383,263383,0,148,0,247,draw,0.67-0.20-0.13,0.78-0.14-0.08,43,0,0.4526130653266332,0.3058783246060083,994.0737240315027,824.1050072277478,1033.8728954800438,774.7292348365739
263472,263472,0,150,0,249,draw,0.55-0.25-0.20,0.52-0.26-0.22,43,0,0.4526130653266332,0.1582159227696313,990.5183781624708,909.4006575116628,1017.7180656673708,955.5439878521236
263573,263573,0,152,0,251,draw,0.14-0.21-0.65,0.12-0.19-0.69,43,0,0.4526130653266332,0.2458208825881769,988.5340882145366,1244.4278015791406,1009.3803312483445,1293.5572514625433
263850,263850,0,158,0,257,draw,0.34-0.29-0.37,0.46-0.28-0.26,43,0,0.4526130653266332,0.13930003651229236,976.8554621120744,1039.597407476956,1039.6072393086386,1017.9576443309842
263945,263945,0,160,0,259,home,0.51-0.27-0.23,0.52-0.26-0.22,43,0,0.4526130653266332,0.13927844102094894,987.2751763192452,931.7904260272827,1000.8354016407851,937.9365554021857
264224,264224,0,166,0,265,draw,0.44-0.28-0.28,0.60-0.23-0.17,43,0,0.4526130653266332,0.19310564487048076,1004.8319354130264,994.2559006409807,1036.3902068700804,920.023781688932
264323,264323,0,168,0,267,draw,0.45-0.28-0.27,0.50-0.27-0.23,43,0,0.4526130653266332,0.15110957097033847,1000.4067829625787,986.3923268176227,987.6092330177504,938.9706637001343
264501,264501,0,172,0,271,home,0.30-0.29-0.41,0.29-0.29-0.42,43,0,0.4526130653266332,0.3402369704164956,1006.113778656181,1098.2510118192342,979.9936807294572,1077.9671636236938
264696,264696,0,176,0,275,draw,0.51-0.27-0.22,0.65-0.21-0.14,43,0,0.4526130653266332,0.22090160525019284,1005.70066222151,949.3808742274524,1023.3074157849463,870.2427568190695
264798,264798,0,178,0,277,draw,0.32-0.29-0.39,0.39-0.29-0.32,43,0,0.4526130653266332,0.12708517857787627,1011.8026436261213,1088.2254882202917,1031.3958680585806,1057.7471919968218
264897,264897,0,180,0,279,home,0.51-0.27-0.23,0.38-0.29-0.33,43,0,0.4526130653266332,0.24454662034625085,1009.5383615989298,955.2938131097467,1012.7462502321896,1042.8588805311942
265277,265277,0,188,0,287,draw,0.25-0.27-0.48,0.26-0.28-0.46,43,0,0.4526130653266332,0.138727574310401,1005.7043919090738,1140.450230391206,1031.3516692926567,1151.4610015261972
265629,265629,0,196,0,295,away,0.10-0.16-0.74,0.12-0.19-0.70,43,0,0.4526130653266332,0.05270722420158011,997.474904515319,1321.0516403205902,1032.1624231790634,1320.7834576245284
265882,265882,0,97,0,301,away,0.19-0.25-0.57,0.31-0.29-0.41,43,0,0.4526130653266332,0.22267919895833208,994.3774596269606,1188.4887724910518,1045.8778251765052,1132.8722650899306
266336,266336,0,87,0,311,home,0.44-0.28-0.27,0.50-0.27-0.23,43,0,0.4526130653266332,0.15353385580300544,1000.1705222445182,988.0524604983293,983.6144415690284,935.3566667472176
266517,266517,0,83,0,315,home,0.47-0.28-0.25,0.59-0.24-0.17,43,0,0.4526130653266332,0.10020192372763348,1004.8996127139699,972.2262031374228,1030.2206480375141,921.1313902047417
266704,266704,0,79,0,319,away,0.13-0.20-0.66,0.31-0.29-0.40,43,0,0.4526130653266332,0.2294404301006131,1000.949628096648,1264.8009543117128,1081.9725213564518,1163.5898825026006
266801,266801,0,77,0,321,draw,0.52-0.26-0.22,0.43-0.28-0.29,43,0,0.4526130653266332,0.13291483224103048,996.7699167129293,933.3291476043393,1060.572606134496,1058.413379426673
266997,266997,0,73,0,325,away,0.33-0.29-0.38,0.38-0.29-0.33,43,0,0.4526130653266332,0.29494851224197005,1005.6893237981723,1074.8492991667235,1043.017825864185,1076.0398401476566
267093,267093,0,71,0,327,away,0.32-0.29-0.39,0.39-0.29-0.32,43,0,0.4526130653266332,0.31086500074729306,999.9594947029148,1075.5786075746232,1018.6283232275425,1040.5727650199447
267180,267180,0,69,0,329,away,0.29-0.29-0.42,0.29-0.28-0.43,43,0,0.4526130653266332,0.20396380229288846,999.6921082904724,1096.830145458972,989.1557378540859,1091.502718548448
267438,267438,0,63,0,335,home,0.51-0.27-0.23,0.36-0.29-0.35,43,0,0.4526130653266332,0.2624887600318145,1002.7371376203167,949.334662782744,963.8416763636087,1007.4377228212404
267610,267610,0,59,0,339,draw,0.77-0.15-0.08,0.64-0.21-0.14,43,0,0.4526130653266332,0.21769404271286166,1009.5539569974184,754.265832668005,956.0976591438972,807.1243094438415
267890,267890,0,53,0,345,home,0.39-0.29-0.32,0.35-0.29-0.35,43,0,0.4526130653266332,0.2718544808782443,992.490380936779,1019.0184761675937,977.8292670728787,1028.2943265586114
268057,268057,0,49,0,349,draw,0.56-0.25-0.19,0.65-0.21-0.14,43,0,0.4526130653266332,0.2226142405420261,1002.861764139638,915.1271507093061,997.5059764850296,842.2676062094482
268151,268151,0,47,0,351,home,0.18-0.24-0.57,0.17-0.23-0.60,43,0,0.4526130653266332,0.5236039011178917,1004.5399231950121,1202.3963548232325,984.8293274255208,1200.383572227628
268409,268409,0,41,0,357,home,0.70-0.19-0.12,0.76-0.15-0.09,43,0,0.4526130653266332,0.03287644835289878,1001.8223464058076,812.4012877020207,1037.2363210182696,796.1214766337425
268675,268675,0,35,0,363,draw,0.48-0.27-0.25,0.50-0.27-0.23,43,0,0.4526130653266332,0.1530522151657898,1007.5736817513181,971.8409831293538,1043.086505371916,990.6030990245669
269104,269104,0,25,0,373,draw,0.42-0.29-0.30,0.44-0.28-0.28,43,0,0.4526130653266332,0.13432996572197708,1005.063378254554,1012.0636022575383,1056.6641184944492,1049.6448625632772
269198,269198,0,23,0,375,away,0.41-0.29-0.30,0.34-0.29-0.37,43,0,0.4526130653266332,0.2539828298018273,1003.0248674461992,1010.5816981290525,1063.6730408905146,1126.4130325216306
269290,269290,0,21,0,377,home,0.47-0.28-0.25,0.54-0.26-0.21,43,0,0.4526130653266332,0.12755138672379054,1011.6860006704128,982.854343498834,1041.1058352812536,965.4033760471359
269548,269548,0,15,0,383,away,0.20-0.26-0.54,0.49-0.27-0.24,43,0,0.4526130653266332,0.4148511867379894,1000.6116449838366,1176.5495359789948,1101.704037379776,1055.186622287167
269637,269637,0,13,0,385,away,0.34-0.29-0.37,0.58-0.24-0.18,43,0,0.4526130653266332,0.5097463631895139,1000.7254940094897,1061.9535933784925,1088.2713738463017,981.5664808422392
269815,269815,0,9,0,389,draw,0.42-0.29-0.29,0.47-0.28-0.25,43,0,0.4526130653266332,0.1422101709806318,990.0432400221057,994.1401478040464,1032.0145011061825,1002.9584580084883
269906,269906,0,7,0,391,draw,0.26-0.28-0.47,0.37-0.29-0.34,43,0,0.4526130653266332,0.12602513796102865,975.3399458425597,1103.9377512401966,1025.4791356215017,1062.424597347285
270064,270064,0,3,0,395,away,0.51-0.27-0.22,0.55-0.25-0.19,43,0,0.4526130653266332,0.4778082176374428,969.7948671328586,912.2011523749866,1010.434621419359,924.0001258490262
270156,270156,0,1,0,397,home,0.69-0.19-0.12,0.80-0.13-0.07,43,0,0.4526130653266332,0.021633517180462417,969.9794827838167,789.5244473782251,979.3569727145148,694.5156590509299
270524,270524,0,107,0,7,draw,0.48-0.27-0.24,0.41-0.29-0.30,45,0,0.4526130653266332,0.13022604610598487,928.8940309918147,891.2758531745094,1013.3869721562106,1021.9277864251576
270693,270693,0,111,0,11,draw,0.16-0.23-0.61,0.44-0.28-0.28,45,0,0.4526130653266332,0.13488564297348338,924.6271876652164,1149.4061370578593,1008.8234298076864,1000.0
270861,270861,0,115,0,15,home,0.24-0.27-0.49,0.37-0.29-0.34,45,0,0.4526130653266332,0.2550124541426333,921.3762254555894,1067.9171494604254,1008.2369109880392,1046.2690894389857
270955,270955,0,117,0,17,draw,0.21-0.26-0.54,0.41-0.29-0.30,45,0,0.4526130653266332,0.13017990951051298,926.3159572546659,1100.1810798406948,1028.0322082002947,1036.779950282427
271138,271138,0,121,0,21,home,0.45-0.28-0.27,0.49-0.27-0.24,45,0,0.4526130653266332,0.1591039899485555,912.4382710249513,893.193854986246,1053.5577438247951,1010.7834759527374
271236,271236,0,123,0,23,away,0.38-0.29-0.33,0.62-0.23-0.16,45,0,0.4526130653266332,0.5450316688632184,896.9985498272373,928.425097528744,1068.4220702346634,939.0811859923192
271421,271421,0,127,0,27,away,0.06-0.11-0.83,0.35-0.29-0.36,45,0,0.4526130653266332,0.2705416502963657,922.8672946450816,1332.3889055835655,1033.797979523602,1084.2893305016207
271615,271615,0,131,0,31,away,0.17-0.23-0.60,0.38-0.29-0.33,45,0,0.4526130653266332,0.29264037822536393,916.3222628189113,1136.1578605652553,1007.3911388098421,1042.0387898875251
271710,271710,0,133,0,33,draw,0.17-0.24-0.59,0.38-0.29-0.33,45,0,0.4526130653266332,0.12643754331749782,922.8504887945883,1135.536162834797,967.3572429580977,999.4255072524853
271809,271809,0,135,0,35,away,0.29-0.29-0.42,0.39-0.29-0.32,45,0,0.4526130653266332,0.3112957997590545,917.5908686145993,1013.638462704762,964.272717932958,985.9203669135795
271972,271972,0,139,0,39,away,0.22-0.26-0.51,0.25-0.28-0.48,45,0,0.4526130653266332,0.16839086283544946,926.2335690359979,1086.1967233240705,943.315455527163,1077.208087776194
272064,272064,0,141,0,41,away,0.21-0.26-0.53,0.23-0.27-0.50,45,0,0.4526130653266332,0.15390709524924445,925.4631902431469,1094.4363097143596,948.3771524982136,1096.263593547149
272229,272229,0,145,0,45,draw,0.36-0.29-0.35,0.36-0.29-0.35,45,0,0.4526130653266332,0.1255695727607019,934.594076771626,980.9760611069316,905.3029355588859,953.3792130784227
272332,272332,0,147,0,47,home,0.27-0.28-0.44,0.16-0.23-0.62,45,0,0.4526130653266332,0.5437910038359358,925.6554779954756,1037.766214348515,892.8014282843611,1121.339989286438
272523,272523,0,151,0,51,away,0.21-0.26-0.53,0.24-0.27-0.49,45,0,0.4526130653266332,0.15752524087760933,938.7213089399893,1109.0752577557557,957.3039948062686,1101.6199905334315
272623,272623,0,153,0,53,away,0.06-0.12-0.81,0.14-0.21-0.64,45,0,0.4526130653266332,0.07402185562118127,945.6893993069524,1340.493888730302,938.9221783315884,1186.9325608763706
272718,272718,0,155,0,55,draw,0.37-0.29-0.34,0.40-0.29-0.31,45,0,0.4526130653266332,0.1280604232777729,946.3788439927499,984.9598600926784,926.5269360302291,946.2265160596389
272990,272990,0,161,0,61,away,0.29-0.28-0.43,0.33-0.29-0.38,45,0,0.4526130653266332,0.24310030230778135,928.3725907297484,1031.0860649465226,907.7736647250276,978.7682288503104
273096,273096,0,163,0,63,away,0.42-0.29-0.30,0.36-0.29-0.35,45,0,0.4526130653266332,0.2759058195623436,922.3628294285287,927.3160859629984,874.7610951753403,921.3573063859687
273647,273647,0,175,0,75,away,0.52-0.26-0.22,0.44-0.28-0.28,45,0,0.4526130653266332,0.3568620643368649,909.2055916551437,847.1859997006308,892.3822674040456,883.3807762024803
273740,273740,0,177,0,77,home,0.63-0.22-0.15,0.40-0.29-0.31,45,0,0.4526130653266332,0.22493860200709645,913.3605035429463,774.7472918056629,900.5593495029542,915.3710739664696
273837,273837,0,179,0,79,draw,0.27-0.28-0.45,0.41-0.29-0.30,45,0,0.4526130653266332,0.12993950222070594,911.0553742698497,1024.9333424234892,936.0054814228412,945.848233849335
273930,273930,0,181,0,81,home,0.49-0.27-0.24,0.60-0.23-0.16,45,0,0.4526130653266332,0.09158379936215708,915.6584276192436,872.4027338008107,925.830072102345,804.8709630803331
274030,274030,0,183,0,83,home,0.19-0.25-0.56,0.16-0.22-0.62,45,0,0.4526130653266332,0.5478486847757934,917.8300422274041,1106.9774197239094,936.5961757942383,1167.7608749893725
274207,274207,0,187,0,87,away,0.36-0.29-0.35,0.51-0.27-0.22,45,0,0.4526130653266332,0.4319053736024515,904.0548838101648,950.7215833336712,968.3113610072279,910.9422380074085
274479,274479,0,193,0,93,away,0.29-0.29-0.43,0.21-0.26-0.53,45,0,0.4526130653266332,0.13211873362594584,912.2281549255824,1012.5806699352856,928.3425817246961,1098.9681923446517
274668,274668,0,197,0,97,home,0.31-0.29-0.41,0.29-0.29-0.43,45,0,0.4526130653266332,0.3438011100136885,917.224025086088,1003.4544069973932,911.5819362673936,1011.9329537328543
274944,274944,0,96,0,103,draw,0.15-0.22-0.62,0.14-0.21-0.65,45,0,0.4526130653266332,0.21975413492005144,919.8604609527107,1154.4478104324921,949.9468967043528,1201.5510662301585
275114,275114,0,92,0,107,away,0.21-0.26-0.53,0.25-0.27-0.48,45,0,0.4526130653266332,0.16729078338898462,918.5736782816267,1088.0110514260232,990.8122517055543,1125.7409022352058
275286,275286,0,88,0,111,draw,0.29-0.29-0.42,0.42-0.29-0.30,45,0,0.4526130653266332,0.13054232190797804,922.254457045848,1021.6271508384967,971.8400986933524,978.988505452456
275736,275736,0,78,0,121,draw,0.44-0.28-0.28,0.31-0.29-0.40,45,0,0.4526130653266332,0.12861926752565622,918.9292524797467,911.2047261963237,955.07475001911,1038.604397320976
